Customer_ID,Name,Age,Gender,City,Membership_Type,Tenure_Months,Total_Rides,Average_Ride_Cost,Days_Since_Last_Ride,Cancellation_Rate,Customer_Satisfaction_Score,Payment_Method,App_Usage_Hours_Per_Week,Churn_Status
RS109439,Dhruv Hans,69.0,Other,Nagpur,Corporate,6,204,1510.94,172,0.56,1.0,Wallet,16.0,1
RS109440,Dharmajan Kapoor,64.0,Male,Delhi,Gold,57,314,,51,0.48,2.0,Card,30.3,1
RS109441,Chirag Bhardwaj,58.0,Female,Delhi,Gold,13,170,914.01,151,0.05,5.0,Wallet,24.7,1
RS109442,Rati Chhabra,57.0,Male,Delhi,Corporate,24,272,730.98,66,0.33,5.0,Wallet,5.8,0
RS109443,Manikya Date,59.0,Male,Bangalore,Premium,62,501,1430.94,93,0.36,2.0,Wallet,34.2,1
RS109444,Trisha Choudhury,28.0,Male,Chennai,Premium,21,576,469.27,162,0.02,9.0,Card,1.6,1
RS109445,Prerak Bhakta,34.0,Male,Delhi,Regular,28,534,1260.6,32,0.29,8.0,Wallet,5.5,0
RS109446,Urvi Sahni,34.0,Female,Kolkata,Premium,32,481,1870.83,97,0.49,7.0,Card,7.1,1
RS109447,Manikya Tiwari,,Male,Nagpur,Premium,1,314,1010.71,1,0.45,2.0,Wallet,16.7,0
RS109448,Shlok Chatterjee,21.0,Male,Ahmedabad,Premium,14,414,1204.81,151,0.44,8.0,Cash,9.0,0
RS109449,Raghav Issac,68.0,Female,Pune,Corporate,49,203,757.9,17,0.71,6.0,UPI,12.8,1
RS109450,Samiha Jayaraman,,Male,Chennai,Premium,22,277,2352.96,119,0.56,10.0,Wallet,21.9,1
RS109451,Baiju Shanker,54.0,Female,Kolkata,Regular,68,208,1858.79,2,0.78,4.0,UPI,15.5,0
RS109452,Sara Loke,54.0,Male,Delhi,Gold,19,276,2137.09,77,0.79,2.0,Card,24.8,1
RS109453,Saira Bhakta,41.0,Female,Nagpur,Corporate,58,544,773.26,140,0.44,5.0,Cash,11.8,1
RS109454,Shalv Babu,25.0,Male,Hyderabad,Regular,68,300,886.03,64,0.36,6.0,Cash,1.6,1
RS109455,Divyansh Sem,30.0,Male,Nagpur,Corporate,44,302,1034.36,129,0.72,8.0,Wallet,,1
RS109456,Ira Sura,18.0,Male,Nagpur,Gold,56,355,588.43,62,0.18,1.0,Card,7.9,1
RS109457,Uthkarsh Golla,57.0,Male,Delhi,Gold,18,238,890.02,74,0.77,3.0,Card,24.9,1
RS109458,Yuvraj  Rege,26.0,Male,Nagpur,Gold,52,10,1929.63,159,0.69,9.0,UPI,,0
RS109459,Zeeshan Jha,32.0,Female,Kolkata,Gold,15,204,2438.99,32,0.5,7.0,UPI,14.7,1
RS109460,Vaibhav Aggarwal,40.0,Female,Nagpur,Gold,56,290,117.77,86,0.01,4.0,Wallet,26.2,1
RS109461,Aarush Bobal,54.0,Female,Bangalore,Gold,47,45,,138,0.35,,Wallet,9.1,1
RS109462,Gokul Chhabra,69.0,Female,Hyderabad,Corporate,68,221,2295.06,91,0.68,4.0,UPI,8.5,1
RS109463,Manjari Varughese,34.0,Male,Jaipur,Premium,62,403,163.96,36,0.26,7.0,Cash,25.4,0
RS109464,Baiju Sahni,44.0,Male,Bangalore,Corporate,68,416,2323.47,161,0.06,10.0,Card,11.8,0
RS109465,Nayantara Ray,40.0,Other,Bangalore,Premium,52,102,693.21,3,0.7,5.0,Wallet,24.1,0
RS109466,Adah Dhillon,51.0,Female,Bangalore,Gold,4,589,537.56,99,0.19,10.0,Card,14.1,0
RS109467,Rohan Sanghvi,51.0,Male,Ahmedabad,Gold,62,319,1297.34,71,0.0,5.0,UPI,19.0,0
RS109468,Saanvi Khanna,24.0,Male,Pune,Regular,66,318,879.58,37,0.53,4.0,Cash,34.2,0
RS109469,Emir Dora,42.0,Male,Jaipur,Gold,12,434,21798.0,160,0.19,6.0,Cash,17.5,0
RS109470,Ehsaan Sibal,37.0,Female,Jaipur,Corporate,12,130,,39,0.56,9.0,UPI,9.6,0
RS109471,Mahika Dhingra,20.0,Male,Chennai,Corporate,12,551,677.6,155,0.23,5.0,Cash,3.2,0
RS109472,Kabir Dube,28.0,Male,Ahmedabad,Corporate,16,455,1180.93,125,0.77,9.0,Card,30.8,1
RS109473,Biju Gole,58.0,Female,Pune,Corporate,32,388,2224.99,158,0.63,3.0,Card,10.8,1
RS109474,Suhana Bajaj,65.0,Female,Delhi,Gold,37,50,593.25,161,0.62,2.0,Cash,10.8,1
RS109475,Divij Rege,34.0,Male,Ahmedabad,Corporate,60,258,187.65,87,0.48,2.0,UPI,27.2,0
RS109476,Yashvi Bose,31.0,Male,Pune,Regular,13,449,1426.69,152,0.42,4.0,UPI,17.2,1
RS109477,Suhana Yadav,39.0,Female,Chennai,Corporate,61,501,1037.45,105,0.59,1.0,Wallet,15.9,1
RS109478,Arhaan Bera,45.0,Male,Chennai,Premium,28,136,2414.32,80,0.34,8.0,UPI,19.8,0
RS109479,Raunak Saxena,61.0,Female,Jaipur,Gold,14,362,2224.14,178,0.05,5.0,Card,19.9,0
RS109480,Fateh Bobal,64.0,Male,Mumbai,Premium,55,300,2399.57,137,0.78,1.0,Card,5.3,1
RS109481,Shayak Wadhwa,47.0,Female,Mumbai,Regular,63,216,1850.64,159,0.29,8.0,Cash,3.5,1
RS109482,Neelofar Bandi,36.0,Female,Pune,Corporate,3,226,2069.55,70,0.06,2.0,Cash,18.6,1
RS109483,Aarav Dayal,27.0,Female,Delhi,Gold,69,53,1257.5,38,0.09,3.0,Wallet,9.2,0
RS109484,Vidur Gade,39.0,Male,Kolkata,Premium,35,187,2283.07,65,0.65,1.0,Card,,1
RS109485,Indrans Kapoor,45.0,Male,Jaipur,Corporate,45,264,445.39,169,0.65,,Card,27.3,1
RS109486,Biju Deo,38.0,Male,Pune,Regular,3,493,84.56,55,0.31,1.0,Cash,6.7,1
RS109487,Kimaya Khalsa,62.0,Male,Pune,Corporate,13,337,425.2,108,0.43,8.0,Cash,25.5,1
RS109488,Ivana Saha,,male ,Hyderabad,Premium,23,77,1969.88,169,0.75,7.0,Cash,30.0,1
RS109489,Hunar Ramakrishnan,20.0,Male,Jaipur,Corporate,22,163,1959.1,60,0.56,5.0,Wallet,27.2,0
RS109490,Indrans Loke,29.0,Female,Mumbai,Regular,26,573,607.99,47,0.41,2.0,UPI,,1
RS109491,Jayesh Agarwal,18.0,Male,Ahmedabad,Regular,66,65,758.64,2,0.75,8.0,Card,20.9,0
RS109492,Indrans Raju,27.0,Female,Jaipur,Premium,31,397,83.27,78,0.11,6.0,UPI,10.6,1
RS109493,Badal Chaudhary,39.0,Male,Hyderabad,Regular,56,497,62.15,142,0.44,9.0,UPI,33.7,1
RS109494,Purab Sahota,46.0,Male,Nagpur,Corporate,37,16,525.71,120,0.08,3.0,Wallet,31.2,1
RS109495,Lakshay Thaker,40.0,Male,Delhi,Regular,34,596,,78,0.63,1.0,Wallet,28.6,1
RS109496,Mohanlal Sodhi,,Female,Bangalore,Premium,33,89,1420.96,65,0.75,4.0,UPI,26.7,1
RS109497,Prerak Sinha,25.0,Male,Delhi,Gold,38,254,1242.19,52,0.23,8.0,Cash,19.6,1
RS109498,Shanaya Savant,42.0,Male,Jaipur,Regular,29,178,364.17,91,0.38,10.0,UPI,6.8,0
RS109499,Sumer Ramesh,43.0,Male,Delhi,Premium,70,102,2191.85,5,0.13,,Cash,32.9,0
RS109500,Samiha Som,,Female,Mumbai,Premium,42,284,1776.27,170,0.71,4.0,Card,0.2,1
RS109501,Hridaan Dara,21.0,Female,Nagpur,Corporate,61,235,1193.44,139,0.5,2.0,Wallet,25.8,1
RS109502,Kiara Deshmukh,57.0,Female,Chennai,Premium,18,231,59.74,57,0.32,1.0,Card,6.1,0
RS109503,Akarsh Krishna,,Male,Ahmedabad,Premium,48,303,699.32,47,0.53,3.0,Cash,,1
RS109504,Anvi Lal,49.0,Female,Chennai,Regular,11,499,1513.34,117,0.12,7.0,UPI,23.4,0
RS109505,Aaryahi Khosla,64.0,Male,Mumbai,Regular,9,363,777.39,116,0.09,,Cash,9.9,1
RS109506,Hunar Krish,32.0,Male,Chennai,Gold,56,323,1181.6,147,0.36,1.0,UPI,23.9,0
RS109507,Adira Bhasin,54.0,Male,Chennai,Corporate,4,323,926.5,108,0.36,1.0,Cash,24.2,1
RS109508,Krish Chawla,59.0,Male,Nagpur,Gold,6,21,,116,0.0,4.0,Card,5.5,1
RS109509,Tejas Subramanian,23.0,Male,Hyderabad,Premium,69,164,394.0,115,0.19,7.0,Wallet,21.3,0
RS109510,Jhanvi Dube,40.0,Female,Nagpur,Premium,7,487,393.47,169,0.11,9.0,Wallet,6.0,1
RS109511,Ranbir Srivastava,51.0,Male,Hyderabad,Regular,26,29,,151,0.47,8.0,Cash,25.3,0
RS109512,Yakshit Yohannan,41.0,Female,Chennai,Corporate,61,278,1753.7,104,0.22,4.0,UPI,3.7,1
RS109513,Vritika Sahota,45.0,Male,Bangalore,Corporate,42,167,2084.29,146,0.56,6.0,UPI,31.5,1
RS109514,Diya Soman,69.0,Female,Delhi,Gold,42,280,643.69,50,0.45,6.0,Card,13.5,0
RS109515,Jhanvi Basak,30.0,Male,Pune,Regular,61,537,1337.55,65,0.27,2.0,UPI,10.8,0
RS109516,Ayesha Ramachandran,34.0,Female,Delhi,Corporate,32,115,2062.48,171,0.49,7.0,UPI,7.0,1
RS109517,Khushi Gokhale,44.0,Male,Kolkata,Corporate,65,94,888.1,137,0.03,3.0,Card,1.4,0
RS109518,Divij Krishna,64.0,Female,Jaipur,Corporate,42,260,2086.04,134,0.55,6.0,Card,16.7,1
RS109519,Lagan Kibe,,Male,Jaipur,Regular,20,352,,82,0.39,3.0,Card,34.2,0
RS109520,Miraan Chowdhury,,Female,Kolkata,Gold,48,62,2270.39,64,0.13,3.0,Card,10.3,1
RS109521,Ela Mallick,38.0,Male,Bangalore,Premium,26,494,1114.85,1,0.54,3.0,Card,1.1,1
RS109522,Chirag Banerjee,69.0,Female,Jaipur,Premium,22,114,1946.95,111,0.79,2.0,Wallet,6.2,1
RS109523,Jivika Chawla,69.0,Female,Chennai,Premium,29,412,2420.79,143,0.47,2.0,Wallet,22.8,0
RS109524,Akarsh Chada,,Male,Jaipur,Regular,3,29,996.13,155,0.27,9.0,Card,,0
RS109525,Eshani Batra,25.0,Female,Ahmedabad,Regular,21,421,,33,0.53,7.0,Wallet,9.1,0
RS109526,Anya Buch,45.0,Female,Pune,Corporate,15,49,,100,0.3,1.0,Cash,32.6,1
RS109527,Kartik Banerjee,29.0,Male,Kolkata,Corporate,50,313,1254.33,10,0.42,5.0,UPI,10.0,0
RS109528,Ela Reddy,61.0,Female,Jaipur,Gold,70,476,2297.39,14,0.59,6.0,Card,17.6,1
RS109529,Samarth Krishnan,39.0,Male,Jaipur,Gold,4,580,532.08,175,0.19,5.0,UPI,2.4,0
RS109530,Bhamini Banik,,Male,Ahmedabad,Gold,22,172,418.57,19,0.51,8.0,Cash,9.4,1
RS109531,Rasha Banerjee,48.0,Male,Ahmedabad,Regular,61,90,1753.37,150,0.15,4.0,Cash,3.3,1
RS109532,Veer Deep,62.0,Female,Chennai,Gold,46,385,2386.99,139,0.06,,UPI,33.3,0
RS109533,N/A,56.0,Female,Bangalore,Premium,27,549,2187.48,122,0.02,1.0,Wallet,28.4,0
RS109534,Misha Balasubramanian,32.0,Male,Pune,Gold,11,575,906.54,7,0.28,3.0,Wallet,0.4,0
RS109535,Aarna Chada,36.0,Female,Hyderabad,Gold,57,342,551.26,60,0.6,9.0,Wallet,5.4,0
RS109536,Suhana Dasgupta,42.0,Male,Delhi,Corporate,54,286,,114,0.66,10.0,Cash,8.5,1
RS109537,Adira Bandi,23.0,Male,Jaipur,Premium,40,387,77.96,103,0.27,2.0,Wallet,33.6,0
RS109538,Jivin Kibe,25.0,Male,Chennai,Premium,38,326,1830.56,69,0.51,5.0,Cash,13.7,1
RS109539,Hansh Mann,56.0,Female,Mumbai,Regular,31,138,1732.96,125,0.44,5.0,Cash,29.2,1
RS109540,Lavanya Badal,57.0,Male,Chennai,Premium,37,577,2390.51,82,0.03,6.0,UPI,20.2,0
RS109541,Mahika Ratta,21.0,Male,Nagpur,Gold,8,294,1142.84,175,0.36,10.0,Cash,14.8,1
RS109542,Manjari Tak,35.0,Female,Jaipur,Regular,10,516,107.52,145,0.27,,Card,14.3,0
RS109543,Krish Kamdar,32.0,Female,Delhi,Regular,26,538,1081.2,158,0.46,5.0,Wallet,2.0,1
RS109544,Ivan Char,50.0,Male,Nagpur,Gold,19,582,2316.54,60,0.2,6.0,Card,11.9,0
RS109545,Khushi Bahri,25.0,Male,Bangalore,Regular,51,271,1492.55,47,0.25,10.0,UPI,33.8,0
RS109546,Elakshi Reddy,63.0,Male,Chennai,Regular,7,162,2213.18,1,0.41,2.0,Wallet,,1
RS109547,Diya Raj,69.0,Female,Ahmedabad,Corporate,29,175,463.66,84,0.78,8.0,Wallet,2.5,1
RS109548,Yuvaan Chaudhuri,67.0,Female,Delhi,Premium,46,34,2412.76,47,0.54,,UPI,18.3,1
RS109549,Vaibhav Gopal,30.0,Female,Chennai,Corporate,6,255,697.17,51,0.25,5.0,UPI,23.6,0
RS109550,Rania Sahni,68.0,Female,Hyderabad,Premium,17,262,1605.04,150,0.62,8.0,Cash,12.4,0
RS109551,Ojas Manne,25.0,Male,Mumbai,Premium,59,197,,135,0.68,1.0,Card,24.7,1
RS109552,Saksham Cherian,65.0,Male,Bangalore,Regular,67,383,1614.32,126,0.73,1.0,Card,29.7,1
RS109553,Bhamini Shah,,Male,Chennai,Gold,48,342,932.57,159,0.78,2.0,Wallet,18.5,1
RS109554,Vanya Sama,60.0,Male,Jaipur,Premium,44,66,377.99,11,0.41,,Cash,23.6,1
RS109555,Aayush Vohra,46.0,Female,Delhi,Premium,18,583,2192.15,159,0.65,9.0,Cash,10.0,1
RS109556,Zara Kurian,51.0,Male,Chennai,Gold,21,207,1252.84,87,0.45,2.0,Cash,17.5,1
RS109557,Lakshay Sharma,37.0,Male,Kolkata,Gold,27,346,2245.03,166,0.34,6.0,UPI,1.0,1
RS109558,Jayant Madan,66.0,Male,Mumbai,Gold,70,179,1727.33,22,0.15,1.0,UPI,25.7,1
RS109559,Samarth Sibal,27.0,Male,Bangalore,Corporate,48,554,,164,0.74,9.0,UPI,17.1,1
RS109560,Yakshit Kamdar,62.0,Female,Ahmedabad,Gold,56,261,325.45,157,0.33,1.0,Wallet,15.2,1
RS109561,Vivaan Krishna,63.0,Male,Delhi,Corporate,44,299,,139,0.61,9.0,Cash,,1
RS109562,Mishti Madan,21.0,male ,Hyderabad,Corporate,27,55,1582.18,63,0.12,6.0,Card,32.4,0
RS109563,Adira Yogi,34.0,Female,Mumbai,Corporate,32,156,1336.73,53,0.62,1.0,Cash,5.5,0
RS109564,Chirag Mani,27.0,Female,Chennai,Corporate,35,167,418.65,17,0.1,2.0,Cash,27.0,0
RS109565,Parinaaz Shenoy,55.0,Male,Jaipur,Regular,4,330,1914.45,21,0.5,7.0,UPI,20.5,0
RS109566,Anaya Kala,31.0,Male,Delhi,Corporate,33,31,2138.78,85,0.07,7.0,Wallet,25.8,0
RS109567,Ritvik Upadhyay,18.0,Female,Mumbai,Premium,21,71,1115.07,142,0.21,5.0,Wallet,3.3,1
RS109568,Emir Chandra,51.0,Female,Mumbai,Premium,27,470,1267.58,91,0.6,6.0,Card,7.4,1
RS109569,Shamik Bhatti,63.0,Female,Jaipur,Regular,38,380,139.78,102,0.7,6.0,Card,16.1,0
RS109570,Jayesh Krishnan,67.0,Female,Pune,Gold,45,520,1549.96,143,0.28,3.0,UPI,32.7,1
RS109571,Emir Goel,44.0,Female,Ahmedabad,Regular,70,168,1404.75,41,0.01,1.0,Wallet,27.3,0
RS109572,Dhanuk Sankar,33.0,Male,Jaipur,Premium,51,171,415.63,159,0.74,5.0,UPI,20.1,1
RS109573,Mishti Bath,31.0,Male,Mumbai,Premium,19,343,1017.96,172,0.44,1.0,Wallet,17.1,1
RS109574,Hridaan Bora,35.0,Male,Bangalore,Regular,67,597,287.52,147,0.44,8.0,Card,27.5,1
RS109575,Pihu Chopra,56.0,Male,Mumbai,Regular,64,183,1008.13,145,0.57,1.0,Cash,6.7,1
RS109576,Ishita Suresh,69.0,Male,Mumbai,Regular,51,293,450.24,38,0.13,1.0,Wallet,24.4,1
RS109577,Indrajit Bumb,38.0,Female,Bangalore,Premium,12,344,2076.65,162,0.41,4.0,Card,34.7,0
RS109578,Romil Chanda,27.0,Female,Ahmedabad,Corporate,8,442,1987.79,151,0.09,3.0,Cash,30.5,0
RS109579,Vivaan Buch,43.0,Male,Mumbai,Premium,42,47,316.65,2,0.2,4.0,UPI,17.3,0
RS109580,Devansh Mand,46.0,FEMALE,Mumbai,Regular,56,1,402.25,108,0.41,7.0,Wallet,12.6,1
RS109581,Charvi Venkatesh,42.0,Female,Ahmedabad,Corporate,15,492,571.84,8,0.08,8.0,Card,32.6,0
RS109582,Abram Rege,24.0,Male,Kolkata,Gold,55,48,2353.91,75,0.48,8.0,Cash,6.4,1
RS109583,Urvi Sant,54.0,Male,Mumbai,Corporate,27,587,1603.43,93,0.51,9.0,Cash,4.7,0
RS109584,Ela Chander,22.0,Male,Kolkata,Regular,12,142,1121.68,3,0.02,2.0,Card,17.4,1
RS109585,Anaya Kaur,35.0,Male,Ahmedabad,Premium,4,150,,34,0.17,3.0,Cash,27.3,0
RS109586,Akarsh Sundaram,59.0,Male,Ahmedabad,Regular,68,91,1396.77,83,0.71,5.0,Wallet,29.0,1
RS109587,Dishani Deep,40.0,Male,Chennai,Regular,63,290,1713.01,49,0.24,8.0,Card,34.4,1
RS109588,Miraya Gade,68.0,Male,Pune,Premium,60,152,1163.89,178,0.17,7.0,Wallet,7.4,0
RS109589,Renee Gour,62.0,Male,Kolkata,Regular,48,154,760.3,121,0.55,2.0,UPI,2.1,1
RS109590,Devansh Sanghvi,47.0,Female,Ahmedabad,Corporate,57,3,1702.78,164,0.71,8.0,Card,15.8,1
RS109591,Kabir Bora,24.0,Female,Chennai,Gold,37,542,2222.13,126,0.47,3.0,Card,10.2,1
RS109592,Manikya Singhal,,Male,Nagpur,Regular,17,129,819.02,99,0.47,8.0,Card,4.0,0
RS109593,Himmat Sha,46.0,Male,Ahmedabad,Corporate,48,452,382.7,68,0.09,8.0,Cash,27.7,1
RS109594,Purab Sundaram,,Female,Delhi,Corporate,8,8,2421.28,179,0.65,10.0,Card,32.9,1
RS109595,Manikya Sehgal,48.0,Female,Mumbai,Premium,64,497,1897.74,77,0.09,5.0,Wallet,28.2,0
RS109596,Stuvan Iyengar,24.0,Male,Mumbai,Gold,68,54,228.43,26,0.36,1.0,Wallet,2.4,0
RS109597,Anya Brar,36.0,Female,Delhi,Premium,22,181,2339.92,172,0.78,8.0,UPI,18.9,1
RS109598,Dharmajan Dhillon,42.0,Female,Kolkata,Gold,11,268,379.82,89,0.2,7.0,UPI,16.1,0
RS109599,Sumer Toor,54.0,Female,Hyderabad,Regular,15,179,1526.97,46,0.15,7.0,Cash,23.8,1
RS109600,Riaan Balay,40.0,Female,Ahmedabad,Premium,51,412,1804.66,19,0.14,6.0,Cash,2.8,0
RS109601,Renee Mander,21.0,Male,Delhi,Premium,12,458,2425.97,128,0.45,7.0,UPI,,1
RS109602,Saksham Rama,38.0,Male,Nagpur,Regular,57,485,280.56,172,0.16,2.0,Cash,27.8,0
RS109603,Aarav Biswas,20.0,Male,Chennai,Premium,30,10,408.6,46,0.57,10.0,UPI,30.2,0
RS109604,Yashvi Chaudhari,34.0,Male,Pune,Premium,61,191,,10,0.17,10.0,UPI,24.5,0
RS109605,Lavanya Raj,69.0,Male,Mumbai,Corporate,21,61,372.1,31,0.3,5.0,UPI,6.5,0
RS109606,Advika Maharaj,58.0,Male,Pune,Regular,49,535,2280.51,26,0.02,4.0,Card,10.9,0
RS109607,Jivika Dugar,40.0,Male,Pune,Regular,60,437,1008.15,166,0.21,3.0,Card,19.7,0
RS109608,Umang Anand,55.0,Male,Nagpur,Premium,26,516,,130,0.49,2.0,Cash,22.8,1
RS109609,Sana Keer,29.0,Female,Pune,Premium,24,201,1504.87,107,0.61,10.0,Card,16.9,0
RS109610,Hunar Khalsa,69.0,Female,Ahmedabad,Gold,61,264,1327.84,48,0.35,4.0,Cash,25.8,1
RS109611,Miraan Butala,24.0,Male,Jaipur,Premium,7,476,1516.84,9,0.4,10.0,Card,20.6,1
RS109612,Tanya Sheth,60.0,Male,Kolkata,Gold,28,417,1159.76,58,0.36,7.0,UPI,27.1,0
RS109613,Faiyaz Rajagopalan,33.0,Male,Hyderabad,Regular,44,245,1993.79,100,0.57,6.0,UPI,17.9,1
RS109614,Hrishita Singh,60.0,Male,Pune,Premium,13,439,291.52,147,0.27,9.0,Card,23.1,0
RS109615,Vardaniya Sundaram,50.0,Other,Hyderabad,Regular,34,423,462.49,119,0.16,10.0,Wallet,10.3,0
RS109616,Aarna Zachariah,54.0,Male,Delhi,Premium,43,299,1366.94,100,0.5,3.0,Card,7.4,0
RS109617,Ayesha Rajagopalan,32.0,Female,Jaipur,Corporate,40,294,2042.18,17,0.08,2.0,UPI,,0
RS109618,Arhaan Sandal,,Female,Mumbai,Premium,71,509,,21,0.07,7.0,Cash,32.3,0
RS109619,Elakshi Devan,47.0,Male,Nagpur,Corporate,62,539,2432.37,141,0.72,4.0,Wallet,7.3,1
RS109620,Anaya Bedi,26.0,Female,Mumbai,Regular,38,240,1506.89,102,0.31,2.0,Card,17.1,0
RS109621,Uthkarsh Chaudhry,59.0,Female,Bangalore,Gold,28,327,2497.96,57,0.1,4.0,Cash,17.4,1
RS109622,Mahika Sandhu,32.0,Female,Mumbai,Gold,42,408,811.83,104,0.6,9.0,Card,1.8,1
RS109623,Nakul Bumb,64.0,Male,Chennai,Regular,30,356,2013.23,129,0.63,3.0,Wallet,13.8,1
RS109624,Dhanush Kadakia,42.0,Female,Pune,Premium,21,175,1970.57,118,0.35,1.0,UPI,31.0,0
RS109625,Ira Vora,36.0,Male,Chennai,Gold,3,341,1661.62,169,0.75,8.0,Wallet,29.8,1
RS109626,Emir Choudhury,69.0,Male,Mumbai,Regular,22,104,1303.23,92,0.24,3.0,Cash,16.9,1
RS109627,Divit Khurana,38.0,Male,Ahmedabad,Corporate,9,364,2423.54,40,0.69,10.0,Card,32.5,1
RS109628,Tarini Tak,66.0,Male,Nagpur,Regular,56,220,413.62,42,0.08,10.0,Card,13.3,0
RS109629,Gokul Chanda,60.0,Female,Mumbai,Premium,6,52,1389.54,21,0.31,6.0,UPI,27.2,0
RS109630,Bhavin Tailor,20.0,Male,Chennai,Premium,50,330,1966.89,53,0.01,7.0,Cash,2.1,0
RS109631,Ela Shetty,49.0,Female,Hyderabad,Corporate,51,523,1705.23,163,0.02,9.0,Wallet,13.9,1
RS109632,Jayant Kalla,56.0,Female,Pune,Gold,31,206,,71,0.72,3.0,Cash,27.6,1
RS109633,Manjari Dara,29.0,Male,Delhi,Premium,69,397,1361.05,16,0.28,1.0,Wallet,32.0,0
RS109634,Shanaya Sagar,46.0,Female,Jaipur,Corporate,28,420,1442.67,68,0.18,1.0,UPI,28.3,0
RS109635,Tiya Deshmukh,18.0,Male,Mumbai,Gold,14,534,335.14,114,0.35,3.0,UPI,23.0,1
RS109636,Nirvaan Bora,47.0,Female,Pune,Premium,56,518,1169.11,3,0.18,4.0,Cash,11.4,1
RS109637,Emir Tandon,48.0,Male,Bangalore,Regular,30,197,935.15,170,0.53,10.0,UPI,3.1,1
RS109638,Ivana Khatri,59.0,Male,Chennai,Gold,9,519,1118.28,60,0.57,5.0,Card,11.2,0
RS109639,Vardaniya Dutta,29.0,Male,Delhi,Premium,9,574,565.57,156,0.22,9.0,Wallet,28.6,0
RS109640,Diya Balasubramanian,54.0,Male,Nagpur,Premium,51,272,2165.78,172,0.79,2.0,Card,,0
RS109641,Piya Rege,32.0,Female,Delhi,Premium,3,358,1824.6,70,0.53,7.0,UPI,26.1,0
RS109642,Prerak Mandal,41.0,Female,Mumbai,Corporate,67,542,541.71,95,0.02,8.0,Wallet,22.6,0
RS109643,Hridaan Ghosh,64.0,Male,Nagpur,Premium,27,569,1662.46,61,0.03,5.0,UPI,30.5,0
RS109644,Indrajit Tak,23.0,Other,Mumbai,Corporate,29,475,2277.03,165,0.45,5.0,UPI,24.3,1
RS109645,Shamik Dara,64.0,Female,Bangalore,Gold,45,554,124.68,106,0.43,9.0,Wallet,10.9,1
RS109646,Azad Seth,43.0,Female,Nagpur,Premium,43,218,2024.21,166,0.29,9.0,Card,32.1,0
RS109647,Kartik Tandon,37.0,Male,Hyderabad,Corporate,5,335,981.74,22,0.61,9.0,Card,27.4,0
RS109648,Suhana Batra,44.0,Female,Ahmedabad,Regular,15,428,1668.45,53,0.07,10.0,Card,2.3,0
RS109649,Lakshay Suri,47.0,Female,Bangalore,Regular,66,432,139.94,75,0.48,6.0,Card,23.4,1
RS109650,Umang Verma,43.0,Male,Bangalore,Premium,44,91,1512.32,109,0.46,7.0,UPI,13.5,1
RS109651,Ryan Magar,52.0,Male,Kolkata,Gold,59,40,1241.44,104,0.54,8.0,Card,26.4,1
RS109652,Trisha Doshi,26.0,Male,Nagpur,Regular,46,143,1738.24,13,0.76,7.0,Cash,14.7,0
RS109653,Kabir Handa,28.0,Male,Pune,Gold,10,295,480.35,45,0.16,3.0,Wallet,23.0,0
RS109654,Aarav Kalita,48.0,Male,Jaipur,Corporate,55,341,2480.03,81,0.25,9.0,Cash,12.9,1
RS109655,Prerak Bali,42.0,Female,Bangalore,Gold,46,423,1351.86,123,0.64,10.0,Wallet,30.1,1
RS109656,Amira Grewal,58.0,Female,Bangalore,Regular,10,82,1554.36,71,0.0,8.0,Card,7.9,0
RS109657,Hiran Arora,68.0,Male,Ahmedabad,Corporate,56,370,1626.41,79,0.31,6.0,Card,17.2,1
RS109658,Dhruv Venkatesh,24.0,Female,Chennai,Premium,18,264,678.23,75,0.46,10.0,UPI,32.4,1
RS109659,Darshit Gara,55.0,Female,Chennai,Premium,10,200,974.32,114,0.51,9.0,UPI,11.7,1
RS109660,Neysa Ganguly,66.0,unknown,Delhi,Corporate,41,352,2303.3,37,0.25,1.0,Wallet,7.0,1
RS109661,Lagan Magar,47.0,Male,Kolkata,Corporate,70,131,2198.44,97,0.32,3.0,Card,19.5,0
RS109662,Drishya Seshadri,20.0,Male,Nagpur,Premium,46,401,294.92,111,0.5,10.0,UPI,24.9,1
RS109663,Vaibhav Ratta,67.0,Male,Bangalore,Premium,41,575,2197.59,106,0.12,9.0,Cash,0.8,0
RS109664,Trisha Badal,58.0,Female,Delhi,Corporate,59,18,442.44,37,0.35,2.0,Cash,1.4,0
RS109665,Vidur Ramaswamy,0.0,Other,Hyderabad,Premium,58,268,956.98,33,0.42,4.0,Card,1.5,1
RS109666,Emir Soman,42.0,Male,Ahmedabad,Gold,24,30,,70,0.02,2.0,UPI,9.0,0
RS109667,Biju Magar,40.0,Female,Hyderabad,Gold,20,224,1560.27,18,0.57,10.0,Wallet,3.7,0
RS109668,Yasmin Taneja,48.0,Male,Hyderabad,Premium,41,164,1088.13,164,0.33,10.0,UPI,22.2,0
RS109669,Tarini Srivastava,63.0,Female,Pune,Gold,55,195,1078.14,24,0.17,7.0,Card,25.2,0
RS109670,Amani Chana,65.0,Female,Kolkata,Regular,33,178,269.36,73,0.4,1.0,Cash,34.3,1
RS109671,Sana Hora,61.0,Female,Nagpur,Premium,42,559,1413.89,65,0.25,,Cash,4.6,0
RS109672,Anaya Biswas,25.0,Female,Ahmedabad,Regular,3,117,195.03,45,0.14,3.0,Cash,11.9,1
