Customer_ID,Name,Age,Gender,Tenure_Months,Total_Orders,Average_Order_Value,Days_Since_Last_Order,Return_Rate,Customer_Satisfaction_Score,City,Churn_Status
EC109803,Badal Loke,18.0,Female,62,91,2485.6,25.0,0.7,4.0,Mumbai,1
EC109804,Tejas Gole,,Female,48,44,389.82,64.0,0.58,4.0,Ahmedabad,1
EC109805,Jayant D’Alia,51.0,Female,40,72,11581.65,128.0,0.48,5.0,Jaipur,1
EC109806,Shaan Madan,55.0,Female,4,139,15311.67,60.0,0.67,7.0,Hyderabad,0
EC109807,Romil Dhillon,66.0,Male,38,218,13846.78,153.0,0.66,5.0,Kolkata,1
EC109808,Samaira Walia,29.0,Male,58,58,13599.96,121.0,0.03,3.0,Bangalore,1
EC109809,Kimaya Chatterjee,47.0,male ,8,35,17901.16,141.0,0.01,8.0,Ahmedabad,0
EC109810,Vihaan Keer,69.0,Male,41,146,7917.54,17.0,0.6,5.0,Ahmedabad,0
EC109811,Lakshit Vala,39.0,Male,27,149,5912.21,52.0,0.07,,Chennai,0
EC109812,Mahika Kurian,49.0,Male,20,107,4529.81,161.0,0.65,1.0,Kolkata,0
EC109813,Farhan Madan,42.0,Female,54,63,19292.72,108.0,0.04,8.0,Pune,0
EC109814,Aarav Mani,60.0,Female,44,204,11224.95,83.0,0.51,5.0,Chennai,1
EC109815,Parinaaz Badami,31.0,Male,2,48,11823.39,31.0,0.24,3.0,Pune,0
EC109816,Rati Bumb,32.0,Male,2,9,19698.14,155.0,0.55,7.0,Delhi,1
EC109817,Kimaya Balan,28.0,Female,2,189,2914.7,41.0,0.06,2.0,Nagpur,0
EC109818,Bhamini Hayre,51.0,Male,20,158,4788.84,141.0,0.04,5.0,Delhi,1
EC109819,Vidur Sodhi,41.0,Female,21,28,14868.77,162.0,0.01,3.0,Ahmedabad,1
EC109820,Ritvik Ramesh,29.0,Male,50,133,6302.65,75.0,0.59,10.0,Hyderabad,1
EC109821,Amani Cheema,38.0,Female,4,59,11259.49,121.0,0.64,8.0,Nagpur,1
EC109822,Zeeshan Sinha,21.0,Male,21,203,6090.77,,0.15,3.0,Pune,0
EC109823,Anya Ram,18.0,Male,54,168,10166.08,18.0,0.26,10.0,Bangalore,0
EC109824,Navya Babu,50.0,Male,32,11,10938.46,29.0,0.6,8.0,Chennai,1
EC109825,Lagan Deep,35.0,Male,2,133,1943.91,120.0,0.27,5.0,Bangalore,1
EC109826,Nirvaan Kade,53.0,Female,65,85,10310.78,59.0,0.39,2.0,Chennai,0
EC109827,Umang Malhotra,21.0,Male,51,219,902.92,30.0,0.62,6.0,Jaipur,0
EC109828,Pari Bakshi,50.0,Male,56,199,5801.86,40.0,0.29,5.0,Bangalore,0
EC109829,Arhaan Sama,52.0,Male,49,13,5406.42,171.0,0.07,1.0,Nagpur,0
EC109830,Aaryahi Sachar,41.0,Female,3,89,21462.32,174.0,0.28,5.0,Delhi,0
EC109831,Kimaya Krishnan,41.0,Female,14,106,11415.71,36.0,0.08,5.0,Kolkata,0
EC109832,Abram Suresh,66.0,Female,10,158,513626.0,120.0,0.5,10.0,Nagpur,1
EC109833,Darshit Krish,34.0,Female,40,179,7499.32,,0.15,10.0,Mumbai,0
EC109834,Alia Sarma,44.0,Female,34,87,23961.08,162.0,0.31,,Mumbai,1
EC109835,Yakshit Majumdar,55.0,FEMALE,4,63,,121.0,0.12,3.0,Hyderabad,1
EC109836,Suhana Balasubramanian,56.0,Male,59,67,7729.63,57.0,0.39,9.0,Chennai,0
EC109837,Nitara Bhavsar,50.0,Male,39,121,,20.0,0.28,8.0,Chennai,0
EC109838,Misha Warrior,45.0,Female,32,34,184817.0,6.0,0.53,6.0,Kolkata,0
EC109839,Drishya Toor,22.0,Male,60,115,16866.74,91.0,0.56,,Pune,1
EC109840,Ivana Hans,33.0,Female,54,122,9428.64,103.0,0.64,6.0,Ahmedabad,0
EC109841,Adira Tank,,Male,44,176,18198.49,70.0,0.46,6.0,Nagpur,1
EC109842,Damini Krishna,28.0,Female,61,47,14812.49,139.0,0.54,2.0,Chennai,1
EC109843,Tanya Ben,20.0,Male,53,173,8964.84,116.0,0.5,8.0,Jaipur,1
EC109844,Riya Sarraf,53.0,Female,71,11,20726.75,137.0,0.44,5.0,Delhi,0
EC109845,Aayush Mahajan,21.0,Female,42,60,17816.3,159.0,0.03,1.0,Hyderabad,1
EC109846,Bhavin Kala,65.0,Female,36,151,2725.58,179.0,0.38,8.0,Ahmedabad,1
EC109847,Taran Randhawa,,Female,58,51,24154.23,58.0,0.26,5.0,Jaipur,0
EC109848,Miraan Kara,52.0,Male,62,185,11814.33,99.0,0.36,8.0,Ahmedabad,0
EC109849,Aradhya Edwin,59.0,Male,28,75,15398.25,99.0,0.39,9.0,Delhi,1
EC109850,Siya Mall,39.0,Male,23,191,23573.72,170.0,0.5,6.0,Hyderabad,1
EC109851,Veer Dixit,64.0,Male,25,91,24853.94,49.0,0.33,2.0,Delhi,0
EC109852,Manikya Saran,33.0,Female,52,128,24976.24,56.0,0.19,3.0,Mumbai,1
EC109853,Yasmin Seshadri,38.0,Male,17,40,23077.39,134.0,0.56,4.0,Ahmedabad,1
EC109854,Aradhya Deep,45.0,Male,45,53,16203.42,68.0,0.1,3.0,Kolkata,1
EC109855,Azad Kumar,28.0,Female,44,243,14531.04,163.0,0.49,8.0,Delhi,1
EC109856,Indrajit Ranganathan,37.0,Female,25,45,13091.9,20.0,0.12,9.0,Kolkata,0
EC109857,Ela Verma,25.0,Male,36,5,11057.73,132.0,0.22,9.0,Kolkata,1
EC109858,Divit Kale,58.0,Female,41,77,4088.77,,0.11,8.0,Mumbai,0
EC109859,Rati Rao,26.0,Male,42,201,6650.4,125.0,0.15,2.0,Ahmedabad,1
EC109860,Lagan Agrawal,32.0,Male,2,21,18801.05,47.0,0.69,8.0,Ahmedabad,1
EC109861,Vritika Char,18.0,Female,64,216,305754.0,55.0,0.28,2.0,Bangalore,0
EC109862,Purab Sunder,45.0,Male,24,96,14354.0,10.0,0.06,9.0,Nagpur,0
EC109863,Ehsaan Kari,-10.0,Male,58,130,19358.32,173.0,0.28,4.0,Chennai,0
EC109864,Reyansh Manne,20.0,Male,68,177,19628.83,62.0,0.36,9.0,Bangalore,1
EC109865,Bhamini Mane,38.0,Male,50,55,20446.28,45.0,0.6,9.0,Ahmedabad,1
EC109866,Veer Bahl,40.0,Male,69,90,9528.86,22.0,0.02,4.0,Hyderabad,1
EC109867,Saanvi Bera,46.0,Female,64,134,14555.76,63.0,0.21,7.0,Ahmedabad,0
EC109868,Hansh Mahajan,24.0,Female,9,186,2968.91,88.0,0.31,4.0,Jaipur,1
EC109869,Yasmin Balan,45.0,Male,6,193,13894.95,129.0,0.06,6.0,Nagpur,0
EC109870,Saksham Lanka,54.0,Male,52,104,7499.38,81.0,0.12,8.0,Hyderabad,1
EC109871,Ritvik Ghosh,22.0,Male,29,244,1931.13,45.0,0.41,,Hyderabad,0
EC109872,Miraan Bajwa,18.0,Male,15,94,9527.24,131.0,0.63,7.0,Hyderabad,1
EC109873,Arhaan Shan,20.0,Female,2,84,24855.02,133.0,0.63,3.0,Pune,0
EC109874,Tarini Master,50.0,Female,27,115,15862.0,,0.15,4.0,Chennai,0
EC109875,Charvi Khanna,58.0,Male,19,132,13862.34,134.0,0.07,3.0,Mumbai,0
EC109876,Aaryahi Mander,31.0,Male,71,36,9301.97,88.0,0.26,9.0,Bangalore,0
EC109877,Riya Tara,30.0,Female,46,36,8618.91,84.0,0.5,,Chennai,0
EC109878,@@@@,44.0,Male,3,103,10132.39,168.0,0.26,5.0,Kolkata,1
EC109879,Bhamini Arya,31.0,Male,23,238,1333.68,98.0,0.21,10.0,Kolkata,0
EC109880,Nirvaan Grover,35.0,Male,41,72,8687.11,73.0,0.55,10.0,Bangalore,0
EC109881,Vivaan Kibe,34.0,Female,71,233,315376.0,161.0,0.25,3.0,Delhi,0
EC109882,Vanya Ahluwalia,35.0,Male,56,53,14974.44,59.0,0.64,4.0,Chennai,0
EC109883,Aarush Khanna,69.0,Male,34,38,593.65,134.0,0.44,9.0,Ahmedabad,1
EC109884,Ishita Bassi,26.0,Female,33,64,16454.6,119.0,0.67,8.0,Nagpur,1
EC109885,Amani Gandhi,26.0,Female,57,192,5233.54,119.0,0.27,9.0,Jaipur,1
EC109886,Prisha Biswas,54.0,Male,15,213,14395.62,,0.69,4.0,Delhi,1
EC109887,Kavya Chacko,48.0,Female,56,132,6878.25,118.0,0.38,8.0,Kolkata,0
EC109888,Hansh Varughese,63.0,Female,2,191,4515.22,164.0,0.14,1.0,Mumbai,1
EC109889,Shamik Anand,53.0,Female,40,209,24039.45,176.0,0.5,5.0,Ahmedabad,0
EC109890,Nitara Dugar,66.0,Male,30,180,6257.39,36.0,0.65,9.0,Pune,1
EC109891,Vritika Lad,23.0,Male,30,188,2778.61,125.0,0.02,8.0,Hyderabad,0
EC109892,Anahita Kulkarni,51.0,Male,45,130,,55.0,0.62,9.0,Mumbai,0
EC109893,Alisha Som,55.0,Male,3,226,10171.2,97.0,0.39,10.0,Ahmedabad,1
EC109894,Ela Sarma,47.0,Male,15,156,12006.08,23.0,0.28,2.0,Ahmedabad,0
EC109895,Vidur Dave,51.0,Female,46,116,22274.87,13.0,0.66,9.0,Ahmedabad,0
EC109896,Inaaya  Gera,64.0,Female,27,45,11315.36,148.0,0.15,5.0,Ahmedabad,1
EC109897,Misha Shanker,46.0,Male,28,94,8962.41,73.0,0.38,3.0,Hyderabad,1
EC109898,Ivana Dugar,41.0,Female,63,143,6597.55,77.0,0.1,7.0,Delhi,0
EC109899,Charvi Shah,39.0,Female,14,18,19399.59,150.0,0.23,6.0,Mumbai,0
EC109900,Aayush Jha,40.0,Male,46,204,2853.85,68.0,0.5,1.0,Mumbai,1
EC109901,Farhan Wason,43.0,Male,44,60,15168.82,104.0,0.19,9.0,Mumbai,0
EC109902,Uthkarsh Dani,24.0,Male,40,80,14073.85,149.0,0.22,5.0,Hyderabad,0
EC109903,Pihu Deshmukh,65.0,Male,18,147,20782.14,132.0,0.6,8.0,Chennai,0
EC109904,@@@@,29.0,Male,56,220,,145.0,0.56,9.0,Ahmedabad,0
EC109905,Riaan Chauhan,68.0,male ,3,169,22152.93,115.0,0.69,3.0,Jaipur,1
EC109906,Anya Master,22.0,Male,6,65,2432.2,54.0,0.52,7.0,Nagpur,1
EC109907,Jivin Sura,33.0,Male,38,30,7720.13,23.0,0.1,10.0,Ahmedabad,0
EC109908,Rania Bhargava,48.0,Male,29,97,1980.79,127.0,0.57,8.0,Chennai,0
EC109909,Nitya Majumdar,46.0,Female,55,118,11422.31,113.0,0.67,3.0,Pune,1
EC109910,###,26.0,Male,30,73,10163.64,23.0,0.07,5.0,Ahmedabad,0
EC109911,Raghav Sekhon,58.0,Female,17,11,3714.75,84.0,0.17,3.0,Delhi,0
EC109912,Jivika Kamdar,59.0,Male,43,203,14831.45,18.0,0.11,8.0,Chennai,0
EC109913,Mehul Maharaj,47.0,Male,62,91,,88.0,0.2,5.0,Nagpur,1
EC109914,Divit Vig,55.0,Male,1,223,8945.63,167.0,0.51,8.0,Delhi,1
EC109915,Devansh Verma,29.0,Male,20,36,16098.34,143.0,0.53,5.0,Hyderabad,1
EC109916,Vardaniya Kamdar,23.0,Female,40,227,12323.05,84.0,0.69,2.0,Kolkata,0
EC109917,Raunak Bumb,200.0,Female,3,207,15599.92,109.0,0.45,8.0,Pune,0
EC109918,Charvi Kala,27.0,Male,33,128,15246.42,37.0,0.07,3.0,Pune,0
EC109919,Elakshi Chowdhury,29.0,Male,31,6,24929.99,177.0,0.51,9.0,Mumbai,1
EC109920,Nayantara Rege,30.0,Female,4,134,11464.28,140.0,0.3,8.0,Ahmedabad,0
EC109921,Riya Sarraf,57.0,FEMALE,17,158,22346.25,118.0,0.5,7.0,Jaipur,0
EC109922,Armaan Bal,46.0,Female,24,12,16164.49,138.0,0.49,,Ahmedabad,0
EC109923,Jhanvi Singhal,62.0,Male,58,48,6847.22,124.0,0.15,1.0,Ahmedabad,0
EC109924,Prerak Andra,31.0,Female,39,222,18432.0,175.0,0.25,4.0,Kolkata,0
EC109925,Ehsaan Yohannan,36.0,Female,37,31,22268.18,175.0,0.33,1.0,Delhi,1
EC109926,Jayan Dalal,54.0,Other,12,190,7646.65,,0.09,1.0,Delhi,0
EC109927,Shray Som,33.0,Male,6,223,432714.0,164.0,0.33,1.0,Nagpur,1
EC109928,Ela Hayer,28.0,Male,65,30,,45.0,0.5,1.0,Chennai,0
EC109929,Tushar Lata,67.0,Male,3,240,18009.52,123.0,0.47,9.0,Pune,1
EC109930,Kiara Chana,58.0,Female,55,248,23150.55,78.0,0.23,4.0,Kolkata,1
EC109931,Aarav Sant,21.0,Male,53,118,16584.73,167.0,0.23,1.0,Mumbai,1
EC109932,Jayesh Sidhu,18.0,Male,48,125,21099.13,91.0,0.59,7.0,Bangalore,0
EC109933,Oorja Srinivas,68.0,Female,34,105,6449.03,38.0,0.19,6.0,Chennai,0
EC109934,Zeeshan Bhat,31.0,Male,41,118,22103.36,167.0,0.7,3.0,Jaipur,1
EC109935,Samaira Tak,63.0,Male,32,39,20196.81,46.0,0.5,9.0,Ahmedabad,0
EC109936,Pihu Rajagopal,38.0,Female,35,4,13858.87,74.0,0.66,9.0,Chennai,1
EC109937,###,24.0,Female,13,130,11760.55,103.0,0.23,,Ahmedabad,0
EC109938,Indrans Chander,45.0,Male,67,68,23008.63,77.0,0.39,8.0,Pune,1
EC109939,Ishita Manda,55.0,Female,61,22,8287.7,42.0,0.15,10.0,Jaipur,0
EC109940,Vritika Arya,66.0,Male,10,117,22827.9,150.0,0.68,3.0,Nagpur,1
EC109941,Fateh Subramanian,31.0,male ,42,141,23292.3,23.0,0.2,3.0,Bangalore,0
EC109942,Saksham Suresh,49.0,Female,28,107,16329.91,50.0,0.45,10.0,Mumbai,0
EC109943,Jayant Chanda,25.0,Male,58,144,23023.35,72.0,0.08,7.0,Bangalore,0
EC109944,Purab Bhat,53.0,Female,35,90,22079.79,24.0,0.62,1.0,Bangalore,0
EC109945,Veer Rajan,140.0,Male,14,8,11883.28,94.0,0.39,9.0,Delhi,1
EC109946,Kiaan Wagle,56.0,Male,44,222,161.76,49.0,0.65,5.0,Delhi,0
EC109947,Mamooty Bhasin,39.0,Male,17,127,,12.0,0.58,4.0,Mumbai,0
EC109948,Manjari Thaman,69.0,Female,58,9,275506.0,79.0,0.67,8.0,Jaipur,1
EC109949,Taimur Balasubramanian,58.0,Male,36,214,10308.39,85.0,0.64,4.0,Pune,1
EC109950,Raghav Warrior,59.0,Male,58,87,7600.01,177.0,0.47,7.0,Ahmedabad,1
EC109951,Neysa Kulkarni,56.0,Male,24,130,13583.83,172.0,0.7,2.0,Hyderabad,1
EC109952,Miraan Basu,40.0,Male,35,37,10123.1,103.0,0.35,10.0,Delhi,0
EC109953,Abram Madan,39.0,Male,54,49,21083.16,149.0,0.52,9.0,Jaipur,0
EC109954,Manikya Sabharwal,35.0,Male,50,236,12881.45,119.0,0.33,3.0,Mumbai,1
EC109955,Neelofar Mane,32.0,Female,17,132,508.61,100.0,0.36,,Nagpur,1
EC109956,Anaya Rajagopalan,45.0,Female,19,106,5025.27,134.0,0.12,4.0,Mumbai,0
EC109957,Saanvi Mahal,33.0,Male,21,67,12914.29,32.0,0.26,2.0,Chennai,0
EC109958,Urvi Sridhar,66.0,Female,33,57,4480.6,164.0,0.02,9.0,Delhi,0
EC109959,Mamooty Reddy,31.0,Male,25,164,17962.47,52.0,0.17,10.0,Kolkata,0
EC109960,Tara Gandhi,22.0,Female,1,59,1062.78,150.0,0.06,7.0,Pune,0
EC109961,Dhruv Gokhale,,Male,25,103,7239.7,109.0,0.6,2.0,Jaipur,1
EC109962,Mehul Goel,65.0,Male,41,60,21145.48,122.0,0.46,7.0,Ahmedabad,1
EC109963,Pihu Sinha,32.0,Female,44,135,,50.0,0.59,5.0,Kolkata,0
EC109964,Khushi Ghosh,46.0,Female,22,70,,110.0,0.67,5.0,Pune,0
EC109965,Yuvaan Mallick,44.0,Male,62,8,920.47,15.0,0.23,2.0,Mumbai,0
EC109966,Yasmin Bhardwaj,18.0,Female,52,80,5173.11,136.0,0.64,3.0,Delhi,1
EC109967,Faiyaz Apte,26.0,Female,30,140,16043.17,78.0,0.46,10.0,Bangalore,1
EC109968,Vivaan Bajaj,58.0,Female,15,129,9080.99,112.0,0.43,6.0,Chennai,1
EC109969,Baiju Master,68.0,Male,20,123,9143.33,3.0,0.44,6.0,Jaipur,0
EC109970,Dhruv Sampath,30.0,Male,64,231,16736.81,89.0,0.19,7.0,Bangalore,0
EC109971,Rati Sachdeva,53.0,Female,24,104,2045.44,84.0,0.35,,Ahmedabad,1
EC109972,Dhruv Bhakta,60.0,Male,10,36,24332.27,172.0,0.0,10.0,Bangalore,1
EC109973,Kaira Deol,32.0,Male,37,104,11092.89,,0.12,8.0,Chennai,0
EC109974,Saksham Zachariah,34.0,Male,49,29,3066.13,46.0,0.12,10.0,Pune,0
EC109975,Azad Keer,18.0,Male,28,45,3369.04,46.0,0.7,3.0,Nagpur,0
EC109976,Bhavin Desai,200.0,Female,32,196,19342.65,74.0,0.0,4.0,Chennai,0
EC109977,Adah Dhar,22.0,Female,30,26,8578.27,,0.49,3.0,Pune,1
EC109978,Misha Sachdeva,69.0,Female,27,137,21584.71,45.0,0.41,2.0,Bangalore,1
EC109979,Vaibhav Deo,52.0,Male,66,9,22684.08,97.0,0.1,6.0,Jaipur,0
EC109980,Gatik D’Alia,63.0,Male,33,40,16607.53,174.0,0.66,2.0,Mumbai,0
EC109981,Ehsaan Balay,45.0,Male,56,100,24487.44,75.0,0.43,7.0,Hyderabad,1
EC109982,Jivin Shan,68.0,Female,56,30,16320.37,31.0,0.4,4.0,Chennai,0
EC109983,Yashvi Hans,46.0,Female,58,103,9008.89,163.0,0.09,1.0,Kolkata,1
EC109984,Badal Anand,,Female,34,223,8728.25,63.0,0.43,5.0,Mumbai,1
EC109985,Rania Yohannan,56.0,Female,11,68,,108.0,0.41,4.0,Pune,1
EC109986,Taran Deep,60.0,Female,22,117,19028.39,30.0,0.14,1.0,Hyderabad,0
EC109987,Nishith Yogi,54.0,Male,65,219,20567.22,45.0,0.32,9.0,Nagpur,0
EC109988,Suhana Chawla,58.0,Male,64,132,23000.29,84.0,0.27,9.0,Bangalore,0
EC109989,Prisha Savant,45.0,Male,11,92,8119.42,171.0,0.46,6.0,Nagpur,0
EC109990,Kabir Keer,34.0,Female,53,108,12449.97,41.0,0.37,10.0,Pune,0
EC109991,Indrajit Deshmukh,38.0,Female,29,42,9473.27,1.0,0.15,,Bangalore,0
EC109992,Lavanya Mani,46.0,Male,18,16,13446.42,24.0,0.07,3.0,Chennai,0
EC109993,Hrishita Koshy,,unknown,2,10,7246.6,31.0,0.38,3.0,Bangalore,0
EC109994,Amani Gour,68.0,Female,34,16,368.61,68.0,0.19,6.0,Kolkata,1
EC109995,Anvi Bal,66.0,Male,25,12,22566.85,136.0,0.23,8.0,Jaipur,0
EC109996,Damini Goswami,61.0,Male,38,125,22566.99,25.0,0.64,7.0,Pune,1
EC109997,Siya Chaudry,33.0,Female,40,179,3540.0,,0.36,3.0,Mumbai,1
EC109998,Rasha Sahni,60.0,Male,39,93,7420.38,119.0,0.28,1.0,Hyderabad,1
EC109999,Faiyaz Sampath,29.0,Male,49,32,,160.0,0.01,7.0,Delhi,0
EC110000,Pihu Aggarwal,40.0,Female,55,137,350.09,56.0,0.4,1.0,Hyderabad,1
EC110001,Ishita Kata,29.0,Female,40,25,5670.09,55.0,0.37,4.0,Jaipur,0
EC110002,Tejas Rama,51.0,Female,27,83,20335.8,70.0,0.56,9.0,Nagpur,1
EC110003,Nehmat Ganesan,23.0,Male,24,172,15231.57,69.0,0.59,6.0,Kolkata,1
EC110004,Romil Kothari,30.0,Male,61,27,1432.14,91.0,0.17,1.0,Jaipur,0
EC110005,Mishti Dewan,,Female,49,75,1110.07,12.0,0.02,2.0,Bangalore,0
EC110006,Sahil Khurana,36.0,Male,65,167,,81.0,0.12,8.0,Delhi,0
EC110007,Mahika Golla,67.0,Male,18,79,8291.58,28.0,0.42,4.0,Jaipur,1
EC110008,Parinaaz Gopal,18.0,Male,16,78,5861.88,16.0,0.08,6.0,Nagpur,0
EC110009,Saksham Sridhar,19.0,Male,41,134,6813.54,13.0,0.04,3.0,Mumbai,0
EC110010,Piya Kuruvilla,20.0,Female,61,192,12254.11,50.0,0.06,7.0,Chennai,0
EC110011,Divyansh Apte,59.0,Female,37,100,19981.93,145.0,0.63,10.0,Jaipur,1
EC110012,Kartik Gokhale,65.0,Female,44,232,3343.3,21.0,0.58,4.0,Pune,1
EC110013,Misha Dugar,66.0,Female,19,214,10772.17,7.0,0.63,1.0,Bangalore,0
EC110014,Kaira Bansal,47.0,Male,4,134,2840.84,24.0,0.47,6.0,Pune,1
EC110015,Adah Zachariah,60.0,Male,52,166,2170.01,24.0,0.54,2.0,Bangalore,1
EC110016,Divij Saraf,55.0,Male,11,169,4817.67,17.0,0.16,10.0,Hyderabad,0
EC110017,Nehmat Sarin,28.0,Female,14,18,16681.41,106.0,0.37,2.0,Pune,0
EC110018,Indrajit Sahota,39.0,Male,16,155,2117.83,63.0,0.16,7.0,Mumbai,0
EC110019,Armaan Kapoor,58.0,Male,36,180,484.98,86.0,0.64,8.0,Nagpur,0
EC110020,Hridaan Rao,44.0,Other,14,34,22582.65,122.0,0.46,,Jaipur,0
EC110021,Dhanush Sanghvi,38.0,Male,64,200,1183.36,122.0,0.44,6.0,Bangalore,1
EC110022,Akarsh Sathe,38.0,Female,51,170,5551.71,66.0,0.16,10.0,Pune,0
EC110023,Tanya Barad,55.0,Female,31,206,23508.45,19.0,0.33,5.0,Ahmedabad,0
EC110024,Elakshi Loke,21.0,Male,66,202,11090.92,9.0,0.53,3.0,Pune,0
EC110025,Neelofar Desai,44.0,Female,62,143,17743.37,146.0,0.46,10.0,Bangalore,0
EC110026,Ela Varghese,43.0,Male,61,38,10964.12,4.0,0.64,5.0,Delhi,0
EC110027,Indrajit Tailor,18.0,Female,69,209,23064.59,59.0,0.6,8.0,Chennai,1
EC110028,Emir Hayre,57.0,Female,68,211,15035.97,27.0,0.5,5.0,Jaipur,0
EC110029,Sara Kalita,52.0,Male,60,44,17223.27,,0.45,6.0,Mumbai,0
EC110030,Anahita Mangat,27.0,Male,3,145,694.63,132.0,0.56,8.0,Ahmedabad,1
EC110031,Drishya Yogi,,Male,19,128,14014.65,14.0,0.6,5.0,Kolkata,0
EC110032,Ishita Biswas,-10.0,Male,6,99,3486.27,28.0,0.68,10.0,Hyderabad,1
EC110033,Nakul Anne,29.0,Female,30,197,10663.9,13.0,0.67,10.0,Pune,0
EC110034,Parinaaz Bhat,67.0,Female,23,108,17075.13,,0.28,5.0,Chennai,1
EC110035,Mehul Anne,31.0,Male,39,237,10761.79,150.0,0.01,7.0,Ahmedabad,0
EC110036,Tushar Mani,63.0,Female,22,185,21838.71,7.0,0.16,1.0,Mumbai,1
EC110037,Kavya Lad,62.0,Male,42,95,195735.0,98.0,0.1,5.0,Delhi,1
EC110038,Jivika Issac,44.0,Female,16,33,18934.64,62.0,0.24,5.0,Pune,1
EC110039,Lavanya Dhillon,59.0,Other,22,16,19711.77,24.0,0.12,10.0,Hyderabad,0
EC110040,Lakshay Kant,31.0,Male,55,102,13525.95,,0.51,1.0,Jaipur,1
EC110041,Adah Sarin,,Male,39,148,6517.64,56.0,0.63,1.0,Pune,0
EC110042,Nitya Virk,42.0,Male,21,29,19428.68,92.0,0.25,10.0,Hyderabad,0
EC110043,Yasmin Apte,52.0,Female,56,91,,115.0,0.09,8.0,Nagpur,0
EC110044,Hunar Garde,20.0,Male,47,218,,51.0,0.31,3.0,Mumbai,0
EC110045,Bhamini Shan,36.0,Female,26,11,2067.63,62.0,0.61,4.0,Mumbai,1
EC110046,Vardaniya Mandal,26.0,Male,11,105,2657.29,61.0,0.39,7.0,Kolkata,1
EC110047,Stuvan Bansal,57.0,Female,6,198,16405.62,57.0,0.35,9.0,Chennai,0
EC110048,Urvi Subramanian,38.0,Male,65,163,20579.6,172.0,0.56,10.0,Nagpur,1
EC110049,Faiyaz Yohannan,39.0,Female,69,108,10732.02,14.0,0.53,3.0,Hyderabad,0
EC110050,Hansh Jain,19.0,Male,40,236,17747.73,117.0,0.05,3.0,Pune,1
EC110051,Eva Kalita,32.0,Male,21,140,194.07,1.0,0.46,4.0,Hyderabad,0
EC110052,Neelofar Ghosh,40.0,Male,38,133,23656.6,113.0,0.06,4.0,Pune,1
EC110053,Vaibhav Bhardwaj,36.0,Female,7,73,18734.25,103.0,0.44,6.0,Pune,1
EC110054,Gatik Loyal,28.0,Female,61,85,10361.89,71.0,0.64,10.0,Ahmedabad,0
EC110055,Damini Luthra,50.0,Female,17,224,8161.82,80.0,0.35,2.0,Kolkata,1
EC110056,Dhruv Khare,50.0,Male,32,217,7785.51,118.0,0.02,10.0,Delhi,1
EC110057,Fateh Bhatia,52.0,Female,46,28,7772.35,159.0,0.54,9.0,Kolkata,0
EC110058,12345,23.0,Male,48,187,3981.17,112.0,0.23,10.0,Chennai,1
EC110059,Mohanlal Manda,57.0,Male,63,159,,164.0,0.19,7.0,Kolkata,1
EC110060,Onkar Gole,32.0,Female,37,20,5102.15,126.0,0.69,3.0,Kolkata,1
EC110061,Madhav Sridhar,21.0,Male,2,243,19827.94,154.0,0.66,9.0,Jaipur,1
EC110062,Damini Shan,62.0,Other,32,46,3957.94,145.0,0.08,2.0,Kolkata,0
EC110063,Riaan Maharaj,33.0,Male,6,23,21624.79,99.0,0.19,2.0,Mumbai,1
EC110064,Umang Seth,18.0,Male,53,149,2107.7,50.0,0.31,9.0,Delhi,0
EC110065,Elakshi Dara,68.0,Female,11,248,6811.51,107.0,0.13,10.0,Nagpur,0
EC110066,Ojas Thakur,32.0,Male,65,39,20129.99,10.0,0.48,8.0,Nagpur,1
EC110067,Dhanuk Majumdar,50.0,Male,28,32,116638.0,84.0,0.2,6.0,Nagpur,0
EC110068,Chirag Varughese,20.0,Male,15,132,10071.8,119.0,0.48,3.0,Bangalore,1
EC110069,Armaan Srivastava,36.0,Male,23,196,22687.06,141.0,0.12,7.0,Ahmedabad,1
EC110070,Ehsaan Thakur,,Female,52,127,2245.17,131.0,0.34,7.0,Kolkata,1
EC110071,Alisha Uppal,19.0,Female,17,200,18374.97,44.0,0.21,7.0,Delhi,0
EC110072,Anika Dhillon,20.0,Female,26,223,4453.35,45.0,0.2,3.0,Pune,0
EC110073,Vardaniya Mammen,41.0,Male,71,90,21275.49,111.0,0.28,6.0,Chennai,0
EC110074,Mohanlal Bhat,37.0,Female,65,202,9011.27,11.0,0.62,6.0,Bangalore,0
EC110075,Heer Choudhry,37.0,Male,19,202,19066.84,118.0,0.43,8.0,Nagpur,0
EC110076,Farhan Sheth,24.0,Female,56,56,18438.19,156.0,0.43,2.0,Hyderabad,1
EC110077,Saira Som,65.0,Male,62,231,17313.26,4.0,0.54,7.0,Hyderabad,1
EC110078,Samar Sahota,36.0,Female,5,149,2266.93,3.0,0.17,1.0,Mumbai,0
EC110079,Mehul Kapur,66.0,Female,24,186,,157.0,0.42,7.0,Hyderabad,0
EC110080,Ritvik Mammen,69.0,Male,38,239,11797.64,74.0,0.1,10.0,Nagpur,1
EC110081,Misha Ben,58.0,Female,12,161,2707.79,166.0,0.39,6.0,Kolkata,1
EC110082,Anahi Ahuja,63.0,Female,32,131,1590.81,95.0,0.4,8.0,Delhi,1
EC110083,Dishani Dhar,47.0,Male,47,118,11312.07,72.0,0.05,5.0,Pune,1
