Index,CustomerID,Name,Tenure,MonthlyCharges,TotalCharges,InternetService,DataUsage,CustomerSupportCalls,Complaints,AutoPay,LastRechargeDaysAgo,Churn
4864.0,CUST104863,Neha Yadav,50,355.63,17839.25,Cellular,42.47,3,1, yes ,91,No
4865.0,CUST104864,Anjali Naik,9,199.0,1897.72,DSL,6.36,7,4, yes ,47,No
4866.0,CUST104865,Vikas Reddy,43,699.0,29942.04,Fiber,33.63,7,1, yes ,81,No
4867.0,CUST104866,Priya Sharma,48,699.0,33732.31,Fiber,38.07,2,3,No,51,Yes
4868.0,CUST104867,Pooja Kumar,58,426.41,24860.0,Cellular,12.23,8,1,NO,53,No
4869.0,CUST104868,Rohit Naik,53,399.0,21166.47,Cellular,11.22,6,2,NO,34,No
4870.0,CUST104869,Neha Verma,38,2499.0,95027.58,Cellular,36.49,6,2, yes ,17,No
4871.0,CUST104870,Anjali Kumar,4,999.0,4122.16,DSL,26.15,1,3, yes ,99,No
4872.0,CUST104871,Pooja Reddy,64,157.21,9905.18,Cellular,42.19,5,4,No,8,Yes
4873.0,CUST104872,Priya Gupta,67,2499.0,167438.95,DSL,31.43,2,3,NO,39,No
4874.0,CUST104873,Amit Singh,25,699.0,17529.3,Cellular,46.51,7,0, yes ,1,No
4875.0,CUST104874,Amit Yadav,44,999.0,43959.65,Cellular,35.42,0,2, yes ,21,Yes
4876.0,CUST104875,Anjali Kumar,25,431.47,10796.96,Fiber,48.28,5,4,NO,56,No
4877.0,CUST104876,Rohit Kumar,62,199.0,12415.39,Fiber,15.31,8,2,Yes,28,Yes
4878.0,CUST104877,Amit Verma,44,1038.22,45529.35,Cellular,19.06,4,0,NO,73,No
4879.0,CUST104878,Rahul Singh,41,433.45,17951.2,Fiber,27.68,3,3,No,61,No
4880.0,CUST104879,Pooja Reddy,52,100000,10462.13,Cellular,47.53,0,4,Yes,66,Yes
4881.0,CUST104880,Rohit Joshi,5,199.0,983.41,Fiber,46.68,0,2,NO,1,No
4882.0,CUST104881,Neha Naik,27,999.0,26795.24,Cellular,25.7,4,0,No,57,Yes
4883.0,CUST104882,Anjali Yadav,54,199.0,10879.6,DSL,27.57,8,4,Yes,55,Yes
4884.0,CUST104883,Pooja Naik,10,2499.0,25029.08,Cellular,15.72,2,0,NO,29,No
4885.0,CUST104884,Kiran Reddy,,999.0,28912.38,Fiber,12.19,5,3,No,104,No
4886.0,CUST104885,Pooja Kumar,26,1033.66,26809.33,Cellular,40.52,3,1,Yes,114,Yes
4887.0,CUST104886,Neha Kumar,33,399.0,13257.41,Fiber,4.95,7,3,No,41,Yes
4888.0,CUST104887,Anjali Yadav,27,699.0,18714.34,Fiber,28.74,6,3, yes ,90,No
4889.0,CUST104888,Priya Sharma,45,1014.33,45597.16,Fiber,20.04,6,1, yes ,21,No
4890.0,CUST104889,Neha Reddy,7,999.0,6876.31,Cellular,30.37,9,2,No,34,Yes
4891.0,CUST104890,  Kiran Yadav ,70,418.19,29092.77,Fiber,37.55,5,4, yes ,65,Yes
4892.0,CUST104891,Neha Reddy,62,199.0,12355.4,Fiber,10.9,5,4,Yes,73,Yes
4893.0,CUST104892,Rahul Reddy,12,699.0,8275.07,Cellular,17.16,6,0,No,110,No
4894.0,CUST104893,Amit Kumar,50,177.46,8757.35,Cellular,2.84,9,0,No,67,No
4895.0,CUST104894,Kiran Patil,12,2499.0,30187.49,Cellular,40.3,2,4, yes ,14,No
4896.0,CUST104895,Kiran Kumar,44,699.0,30570.56,Cellular,38.93,5,1, yes ,34,No
4897.0,CUST104896,Pooja Patil,71,999.0,70884.52,Fiber,29.21,7,0, yes ,97,Yes
4898.0,CUST104897,Sneha Naik,33,999.0,32807.44,Cellular,44.7,5,4,Yes,51,No
4899.0,CUST104898,Rahul Singh,24,199.0,4886.76,Fiber,27.58,2,3,No,67,No
4900.0,CUST104899,Sneha Joshi,33,199.0,6763.67,Cellular,29.52,7,2,No,101,Yes
4901.0,CUST104900,Rohit Kumar,30,399.0,12032.86,  Fiber ,49.89,7,4, yes ,3,No
4902.0,CUST104901,Rohit Verma,23,999.0,22927.41,Fiber,22.86,4,2,NO,96,No
4903.0,CUST104902,Sneha Gupta,13,199.0,2387.59,Cellular,44.96,4,2,Yes,35,Yes
4904.0,CUST104903,Rohit Sharma,58,184.17,10655.86,Cellular,25.97,9,4,No,59,Yes
4905.0,CUST104904,Rohit Verma,57,999.0,56829.06,Fiber,47.03,7,3,Yes,7,No
4906.0,CUST104905,Priya Yadav,35,697.58,24349.2,DSL,9.76,2,0,No,2,No
4907.0,CUST104906,Rohit Reddy,27,2536.48,68566.74,DSL,34.37,9,0, yes ,39,No
4908.0,CUST104907,Anjali Reddy,53,399.0,20974.94,Fiber,26.93,7,3,NO,9,No
4909.0,CUST104908,Sneha Verma,15,,10464.61,DSL,7.58,8,2,Yes,33,Yes
4910.0,CUST104909,Kiran Reddy,3,199.0,492.96,Cellular,34.6,2,1,NO,25,No
4911.0,CUST104910,Neha Reddy,11,2525.33,27931.57,Cellular,27.03,1,1,NO,9,No
4912.0,CUST104911,Amit Reddy,43,699.0,30181.06,Fiber,44.07,2,1,No,68,No
4913.0,CUST104912,Vikas Kumar,51,699.0,35467.89,Cellular,37.77,5,3,NO,77,No
4914.0,CUST104913,Rohit Kumar,29,399.0,11478.01,Cellular,17.6,6,4,Yes,94,No
4915.0,CUST104914,Pooja Verma,43,357.86,15198.02,Fiber,11.75,8,2,NO,105,Yes
4916.0,CUST104915,Sneha Patil,68,356.3,24263.34,Cellular,28.45,8,4,NO,74,No
4917.0,CUST104916,Neha Joshi,47,2499.0,117298.17,Cellular,14.95,3,4,No,53,No
4918.0,CUST104917,Amit Verma,16,740.18,11803.94,DSL,31.7,9,4,Yes,87,No
4919.0,CUST104918,Neha Patil,27,399.0,10890.09,Cellular,31.68,6,1,NO,60,No
4920.0,CUST104919,Vikas Patil,49,699.0,34315.07,Cellular,9.86,2,4,NO,16,No
4921.0,CUST104920,Rohit Verma,34,399.0,13587.41,Cellular,9.45,4,0,No,86,Yes
4922.0,CUST104921,Priya Naik,47,1048.26,49189.14,Fiber,34.01,5,2,No,67,No
4923.0,CUST104922,Anjali Naik,42,663.72,100000,Cellular,35.01,3,3,Yes,110,No
4924.0,CUST104923,Neha Reddy,60,208.48,12458.82,DSL,20.06,6,0,No,14,No
4925.0,CUST104924,Anjali Singh,7,2499.0,17509.69,DSL,48.66,2,4,Yes,0,No
4926.0,CUST104925,Priya Sharma,41,999.0,41085.37,Cellular,28.01,9,3,No,103,No
4927.0,CUST104926,Pooja Joshi,10,2499.0,24963.97,Cellular,21.07,0,2,NO,38,No
4928.0,CUST104927,Vikas Singh,54,699.0,37881.52,DSL,9.35,9,1,No,84,No
4929.0,CUST104928,Vikas Sharma,40,656.78,26209.07,Cellular,40.12,9,3,No,13,No
4930.0,CUST104929,Amit Naik,16,1047.26,16737.72,Fiber,28.26,3,2,No,23,No
4931.0,CUST104930,Neha Singh,69,699.0,48267.77,Cellular,36.28,1,0, yes ,5,Yes
4932.0,CUST104931,Amit Yadav,  22 ,738.64,16088.15,DSL,43.21,4,4,No,109,No
4933.0,CUST104932,Rahul Sharma,10,699.0,6864.78,Cellular,40.67,1,3,No,78,No
4934.0,CUST104933,Rahul Patil,66,2499.0,164903.53,Cellular,48.03,5,1,NO,117,No
4935.0,CUST104934,Amit Gupta,43,699.0,30021.94,Fiber,43.22,0,0, yes ,75,No
4936.0,CUST104935,Anjali Sharma,1,2499.0,2497.12,Fiber,26.85,0,4, yes ,0,Yes
4937.0,  CUST104936 ,Anjali Reddy,58,999.0,57883.67,Cellular,5.35,1,3, yes ,26,No
4938.0,CUST104937,Pooja Joshi,1,188.52,15.01,Fiber,47.44,2,3, yes ,69,No
4939.0,CUST104938,Kiran Joshi,63,1037.42,65268.39,Fiber,41.6,1,4,Yes,116,Yes
4940.0,CUST104939,Rohit Kumar,9,2522.17,22614.38,Cellular,49.14,1,4,Yes,12,No
4941.0,CUST104940,Rohit Singh,17,697.76,11859.8,Cellular,38.39,9,4, yes ,43,No
4942.0,  CUST104941 ,Rahul Naik,9,199.0,1599.25,Cellular,19.93,5,1, yes ,45,No
4943.0,CUST104942,Rohit Patil,63,2499.0,157323.32,Fiber,47.36,1,4, yes ,91,No
4944.0,CUST104943,Amit Patil,64,2499.0,160064.63,Cellular,31.5,6,3,No,88,No
4945.0,CUST104944,Vikas Joshi,56,1036.13,58084.92,Cellular,14.49,3,4, yes ,66,Yes
4946.0,CUST104945,Vikas Sharma,10,2526.94,25133.6,Fiber,22.45,6,1,Yes,84,No
4947.0,CUST104946,Vikas Verma,61,2499.0,152577.35,Fiber,19.98,9,3,No,104,Yes
4948.0,CUST104947,Neha Gupta,56,989.35,55565.44,Cellular,11.22,8,4,NO,80,No
4949.0,CUST104948,Priya Joshi,54,382.57,20613.46,Cellular,7.72,8,3, yes ,61,Yes
4950.0,CUST104949,Rohit Verma,15,719.14,10802.24,Fiber,41.11,1,3,Yes,57,Yes
4951.0,CUST104950,Amit Gupta,55,2499.0,137383.71,Cellular,31.46,3,1,No,17,No
4952.0,CUST104951,Sneha Kumar,12,999.0,12051.73,Cellular,35.79,3,2,No,4,Yes
4953.0,CUST104952,Sneha Gupta,4,699.0,2663.29,Cellular,33.7,8,2,No,51,No
4954.0,CUST104953,Priya Kumar,60,699.0,42084.5,Cellular,8.53,1,1,No,58,
4955.0,CUST104954,Vikas Kumar,4,160.07,794.32,Fiber,14.04,5,3,Yes,94,Yes
4956.0,CUST104955,Sneha Verma,23,699.0,15976.02,DSL,4.94,6,3,Yes,62,No
4957.0,CUST104956,Neha Verma,21,199.0,4046.35,Cellular,31.38,2,4,Yes,4,No
4958.0,CUST104957,Rohit Sharma,14,999.0,14088.42,Fiber,11.44,6,4,No,85,No
4959.0,CUST104958,Sneha Reddy,61,1026.22,62706.42,Cellular,32.69,0,1,No,9,No
4960.0,CUST104959,Neha Sharma,47,1023.82,47921.79,Cellular,6.74,0,4, yes ,40,No
4961.0,CUST104960,Amit Patil,38,399.0,15007.47,Cellular,44.11,4,3, yes ,69,No
4962.0,CUST104961,Kiran Naik,66,999.0,65861.05,DSL,21.92,7,1,NO,37,No
4963.0,CUST104962,Priya Patil,40,999.0,39845.99,Cellular,3.13,8,0,NO,50,No
4964.0,CUST104963,Rohit Verma,63,2455.76,154574.13,Cellular,7.37,2,3, yes ,67,No
4965.0,CUST104964,Vikas Yadav,43,206.81,8840.13,Cellular,3.48,1,1,NO,96,No
4966.0,CUST104965,Rahul Yadav,25,399.0,9898.13,Cellular,11.13,0,2,Yes,107,No
4967.0,CUST104966,Kiran Gupta,54,368.87,20087.64,Fiber,33.15,9,2,No,45,Yes
4968.0,CUST104967,Sneha Sharma,5,199.0,907.18,Cellular,36.82,0,3,NO,31,Yes
4969.0,CUST104968,Rohit Kumar,15,2467.46,37115.4,Cellular,39.75,2,0,Yes,61,No
4970.0,CUST104969,Rahul Yadav,58,199.0,11706.81,Fiber,26.74,6,1,NO,47,No
4971.0,CUST104970,Kiran Singh,5,699.0,3549.26,Cellular,25.3,8,  3 , yes ,89,Yes
4972.0,CUST104971,Priya Yadav,65,199.0,12776.76,Cellular,3.72,6,3, yes ,83,Yes
4973.0,CUST104972,Anjali Kumar,35,999.0,34849.93,DSL,34.66,2,2,NO,60,No
4974.0,CUST104973,Anjali Joshi,32,724.68,23111.92,DSL,5.3,7,1,NO,48,No
4975.0,CUST104974,Neha Naik,14,199.0,2853.58,DSL,48.01,0,3, yes ,13,Yes
4976.0,CUST104975,Vikas Yadav,58,744.69,43238.04,Fiber,25.61,9,3,NO,11,No
4977.0,CUST104976,Priya Reddy,33,159.17,5298.84,Cellular,49.87,7,2,No,0,Yes
4978.0,CUST104977,Kiran Joshi,43,199.0,8576.35,Cellular,43.71,2,0,No,40,No
4979.0,CUST104978,Sneha Gupta,12,693.94,8200.61,Fiber,4.64,0,1,NO,98,No
4980.0,CUST104979,Rahul Joshi,61,199.0,12056.73,DSL,46.78,8,3, yes ,8,No
4981.0,CUST104980,Priya Singh,2,385.36,758.52,Cellular,15.96,4,3,No,79,Yes
4982.0,CUST104981,Rahul Reddy,25,199.0,4932.72,Cellular,6.77,2,0,No,0,No
4983.0,CUST104982,Priya Joshi,69,199.0,13847.69,Fiber,45.2,0,2, yes ,95,Yes
4984.0,CUST104983,Amit Kumar,24,2499.0,60081.72,Cellular,37.1,2,4,Yes,111,No
4985.0,CUST104984,Sneha Sharma,37,399.0,14728.19,Cellular,36.64,7,3,Yes,,Yes
4986.0,CUST104985,Anjali Sharma,56,2499.0,140070.18,Fiber,27.78,1,2,No,25,No
4987.0,CUST104986,Neha Verma,7,199.0,1392.34,Cellular,41.11,7,3, yes ,20,Yes
4988.0,CUST104987,Sneha Singh,25,199.0,4873.67,Fiber,21.99,5,0, yes ,55,No
4989.0,CUST104988,Priya Verma,6,199.0,1230.74,Cellular,7.11,5,1,No,99,No
4990.0,CUST104989,Priya Reddy,56,2499.0,139850.78,Fiber,11.53,3,4,Yes,16,No
4991.0,CUST104990,Rahul Verma,1,199.0,88.44,Cellular,47.89,7,1,Yes,51,No
4992.0,CUST104991,Priya Naik,16,399.0,6501.94,Fiber,12.72,8,3,No,89,No
4993.0,CUST104992,Neha Reddy,57,399.0,  22756.94 ,Cellular,20.06,  6 ,4,NO,16,No
4994.0,CUST104993,Rahul Joshi,37,960.32,35517.48,Cellular,29.0,5,3,No,64,No
4995.0,CUST104994,Rohit Sharma,25,214.34,5489.04,Fiber,44.47,5,4,No,72,No
4996.0,CUST104995,Rohit Kumar,59,2483.56,146546.03,Cellular,9.82,6,0, yes ,53,Yes
4997.0,CUST104996,Rohit Joshi,24,199.0,4891.72,DSL,12.27,9,4,No,82,No
4998.0,CUST104997,Rahul Joshi,70,963.21,67418.36,DSL,24.07,7,4,No,57,No
4999.0,CUST104998,Sneha Patil,19,399.0,7419.18,DSL,32.65,9,0,NO,14,No
5000.0,CUST104999,Anjali Naik,20,978.3,19550.36,Cellular,13.33,4,2,Yes,22,No
5001.0,CUST105000,Kiran Naik,17,364.08,6380.62,Cellular,29.22,2,1, yes ,37,No
5002.0,CUST105001,Kiran Yadav,43,244.66,10374.88,Cellular,48.68,8,4,NO,6,No
5003.0,CUST105002,Neha Naik,49,999.0,49122.07,Fiber,  19.38 ,4,1, yes ,31,Yes
5004.0,CUST105003,Priya Yadav,38,199.0,7466.73,DSL,38.94,6,1,No,84,No
5005.0,CUST105004,Neha Yadav,24,399.0,9761.9,Cellular,43.18,6,1,Yes,67,No
5006.0,CUST105005,Anjali Kumar,8,199.0,1646.09,DSL,8.46,5,2,No,9,No
5007.0,CUST105006,Rohit Patil,44,699.0,100000,Cellular,44.48,2,2,Yes,61,Yes
5008.0,CUST105007,Neha Kumar,3,184.83,362.63,Fiber,21.95,0,0,Yes,7,No
5009.0,CUST105008,Anjali Joshi,36,349.68,12691.83,Cellular,7.74,0,4,No,110,No
5010.0,CUST105009,Amit Gupta,26,699.0,18061.13,Cellular,30.54,3,3,Yes,27,No
5011.0,CUST105010,Anjali Verma,49,699.0,34309.01,DSL,0.23,4,3,Yes,54,No
5012.0,CUST105011,Rahul Singh,3,699.0,2025.36,Cellular,25.61,5,2,,53,No
5013.0,CUST105012,Rahul Kumar,47,399.0,18824.78,Cellular,40.86,5,0,NO,75,No
5014.0,CUST105013,Anjali Joshi,21,674.96,14038.57,Fiber,9.4,9,4, yes ,25,No
5015.0,CUST105014,Kiran Singh,61,361.1,22035.96,DSL,36.27,7,4,Yes,6,No
5016.0,CUST105015,Pooja Yadav,27,199.0,5310.29,Cellular,5.88,5,0,No,95,Yes
5017.0,CUST105016,Pooja Yadav,30,999.0,30118.6,Cellular,19.48,5,4, yes ,98,Yes
5018.0,CUST105017,Priya Kumar,60,386.35,23143.19,Cellular,15.47,1,3,NO,113,No
5019.0,CUST105018,Neha Gupta,39,999.0,39083.94,Fiber,46.55,7,3,No,105,No
5020.0,CUST105019,Rahul Joshi,29,399.0,11672.11,Fiber,11.8,8,0,No,71,No
5021.0,CUST105020,Sneha Sharma,65,233.23,15066.79,Fiber,19.65,1,3,NO,10,No
5022.0,CUST105021,Neha Singh,20,199.0,3913.78,Cellular,44.21,5,4, yes ,20,Yes
5023.0,CUST105022,Pooja Naik,9,399.0,3497.94,Cellular,16.99,2,0,Yes,12,Yes
5024.0,CUST105023,Amit Patil,  22 ,187.61,4063.26,Cellular,16.59,9,0,NO,32,No
5025.0,CUST105024,Pooja Gupta,16,199.0,3222.06,Cellular,30.73,7,0,Yes,34,No
5026.0,CUST105025,Priya Naik,58,378.81,22099.7,DSL,6.73,2,4,No,103,No
5027.0,CUST105026,Sneha Verma,12,199.0,2570.16,Cellular,12.76,4,1,No,71,No
5028.0,CUST105027,Sneha Singh,18,194.71,3343.65,Cellular,38.27,3,1, yes ,54,No
5029.0,CUST105028,Anjali Naik,5,699.0,3661.32,DSL,38.45,6,0,NO,98,Yes
5030.0,CUST105029,Anjali Kumar,34,699.0,23692.71,Cellular,10.86,1,4,NO,53,No
5031.0,CUST105030,Vikas Naik,30,199.0,5961.4,Fiber,27.25,3,3,No,48,No
5032.0,CUST105031,Sneha Joshi,67,406.94,27269.7,Cellular,12.9,8,4,Yes,17,Yes
5033.0,CUST105032,Rohit Gupta,19,199.0,3847.41,Fiber,30.73,8,3, yes ,27,Yes
5034.0,CUST105033,Anjali Verma,62,999.0,62088.07,DSL,20.18,8,3,NO,35,Yes
5035.0,CUST105034,Sneha Yadav,36,199.0,7154.67,Cellular,36.81,0,0, yes ,55,Yes
5036.0,CUST105035,Rohit Yadav,29,172.86,4835.81,Cellular,34.86,2,4,NO,108,Yes
5037.0,CUST105036,Vikas Gupta,11,202.25,2142.49,Cellular,8.87,4,4, yes ,24,No
5038.0,CUST105037,Neha Joshi,30,659.36,19934.47,Cellular,24.35,3,1, yes ,37,Yes
5039.0,CUST105038,Amit Patil,26,199.0,5215.82,Cellular,23.32,1,0,Yes,1,No
5040.0,CUST105039,Vikas Verma,19,2499.0,47513.87,Fiber,46.63,5,0,Yes,68,Yes
5041.0,CUST105040,Neha Verma,13,699.0,9243.22,DSL,36.07,2,4,NO,51,No
5042.0,CUST105041,Kiran Naik,15,399.0,5834.98,Cellular,39.27,4,1, yes ,116,Yes
5043.0,CUST105042,Rohit Reddy,43,199.0,8457.29,Fiber,3.38,8,0, yes ,85,No
5044.0,CUST105043,Rohit Kumar,31,2499.0,77438.32,DSL,0.87,3,3,No,8,No
5045.0,CUST105044,Anjali Verma,47,699.0,32920.07,Fiber,44.72,8,0,NO,111,Yes
5046.0,CUST105045,Kiran Naik,56,2499.0,140018.39,Cellular,3.89,7,4,NO,84,Yes
5047.0,CUST105046,Amit Kumar,60,732.33,43835.7,Fiber,45.58,0,3,NO,69,Yes
5048.0,CUST105047,Kiran Singh,53,2542.38,134757.02,Cellular,4.99,8,3,Yes,32,No
5049.0,CUST105048,Rohit Yadav,62,699.0,43191.93,Fiber,44.53,0,1,Yes,109,Yes
5050.0,CUST105049,Neha Naik,68,380.71,25690.02,Cellular,45.56,9,0, yes ,37,No
5051.0,CUST105050,Anjali Joshi,26,2499.0,64993.37,Fiber,27.75,7,3, yes ,93,No
5052.0,CUST105051,Priya Joshi,11,399.0,4278.72,Cellular,0.3,6,2,Yes,67,No
5053.0,CUST105052,Anjali Kumar,58,199.0,11716.48,DSL,28.27,6,0, yes ,43,Yes
5054.0,CUST105053,Anjali Patil,52,2499.0,130014.44,Cellular,34.7,9,0,Yes,34,No
5055.0,CUST105054,Priya Patil,47,743.2,34914.91,Cellular,20.86,7,1,No,6,No
5056.0,CUST105055,Priya Singh,34,2489.3,84448.45,Fiber,22.33,2,1, yes ,,No
5057.0,CUST105056,Amit Gupta,6,2499.0,14833.63,Cellular,47.87,0,4,Yes,118,Yes
5058.0,CUST105057,Rahul Reddy,31,699.0,21500.52,Fiber,27.34,1,3,NO,103,No
5059.0,CUST105058,Amit Verma,62,399.0,24803.78,Cellular,3.2,3,0,Yes,63,No
5060.0,CUST105059,Priya Gupta,36,199.0,7100.09,DSL,32.68,7,1,No,67,No
5061.0,CUST105060,Anjali Yadav,2,999.0,1822.31,Cellular,15.47,6,  4 , yes ,60,No
5062.0,CUST105061,Rohit Yadav,23,707.32,16291.83,DSL,27.11,5,3, yes ,114,No
5063.0,CUST105062,Kiran Patil,5,699.0,3397.05,Fiber,3.37,0,4,No,64,No
5064.0,CUST105063,Neha Reddy,3,982.49,2838.81,Cellular,47.3,7,3,Yes,119,No
5065.0,CUST105064,Pooja Yadav,36,999.0,36162.42,DSL,5.03,2,2,Yes,97,No
5066.0,CUST105065,Neha Joshi,56,399.0,22147.98,Cellular,41.04,6,1,NO,59,No
5067.0,CUST105066,Amit Reddy,22,2499.0,55053.46,Fiber,24.26,6,4, yes ,2,No
5068.0,CUST105067,Anjali Joshi,50,999.0,50080.63,DSL,8.82,9,2, yes ,115,No
5069.0,CUST105068,Anjali Patil,71,699.0,49652.24,Cellular,41.96,9,2, yes ,32,No
5070.0,CUST105069,Vikas Sharma,56,399.0,22282.37,Cellular,35.29,7,0, yes ,67,No
5071.0,CUST105070,Neha Joshi,26,699.0,17993.73,Cellular,4.15,6,1,NO,72,Yes
5072.0,CUST105071,Rahul Naik,27,199.0,5192.66,Cellular,30.83,2,3,No,34,No
5073.0,CUST105072,Anjali Joshi,29,649.04,18665.96,Fiber,15.09,1,2,NO,9,No
5074.0,CUST105073,Kiran Kumar,59,2499.0,147540.59,Fiber,2.63,4,4, yes ,118,No
5075.0,CUST105074,Sneha Gupta,18,657.87,11767.03,DSL,17.78,4,4,NO,94,No
5076.0,CUST105075,Pooja Sharma,31,688.05,21183.92,Fiber,3.35,3,0,NO,18,No
5077.0,CUST105076,Priya Patil,6,699.0,4149.51,Cellular,36.42,8,1,No,77,Yes
5078.0,CUST105077,Vikas Naik,2,699.0,1456.88,Cellular,12.88,6,2,No,40,No
5079.0,CUST105078,Neha Gupta,42,399.0,16920.43,DSL,21.06,7,0,NO,115,Yes
5080.0,CUST105079,Vikas Reddy,22,699.0,15505.48,Cellular,1.76,5,2, yes ,2,No
5081.0,CUST105080,Sneha Kumar,8,399.0,3209.44,Cellular,18.91,2,2,Yes,75,No
5082.0,CUST105081,Rahul Naik,47,2505.61,117902.12,DSL,49.41,6,4,No,25,No
5083.0,CUST105082,Rahul Yadav,66,1004.46,66367.21,Cellular,40.57,7,0,No,35,No
5084.0,CUST105083,Pooja Yadav,21,661.36,13882.84,Cellular,7.97,0,1,NO,35,No
5085.0,CUST105084,Rohit Sharma,20,152.64,2875.89,DSL,5.67,7,0,NO,78,No
5086.0,CUST105085,Amit Joshi,47,999.0,46773.91,Cellular,31.77,1,3,NO,114,Yes
5087.0,CUST105086,Rahul Sharma,5,399.0,1887.13,DSL,24.29,8,2, yes ,61,No
5088.0,CUST105087,,46,999.0,46024.29,DSL,42.78,3,3,Yes,57,No
5089.0,CUST105088,Pooja Reddy,66,2499.0,164981.12,Cellular,8.69,4,3,NO,45,Yes
5090.0,CUST105089,Amit Verma,38,399.0,15322.12,Cellular,,6,0,No,108,Yes
5091.0,CUST105090,Neha Yadav,32,2499.0,80092.15,DSL,13.96,0,3,NO,78,Yes
5092.0,CUST105091,Neha Singh,18,699.0,12616.03,Cellular,0.32,0,0,No,58,No
5093.0,CUST105092,Amit Singh,8,199.0,1527.26,DSL,1.33,2,4, yes ,74,No
5094.0,CUST105093,Vikas Patil,25,699.0,17458.19,Cellular,28.35,0,2,Yes,40,Yes
5095.0,CUST105094,Amit Sharma,5,398.98,1896.17,Cellular,37.94,1,3,No,15,Yes
5096.0,CUST105095,Priya Patil,32,686.92,21981.85,Cellular,26.41,5,2,No,55,No
5097.0,CUST105096,Anjali Verma,1,361.59,434.68,Fiber,0.02,9,2,Yes,3,Yes
5098.0,CUST105097,Vikas Reddy,19,2499.0,47466.26,Cellular,46.08,7,4,,61,No
5099.0,CUST105098,Amit Kumar,63,199.0,12374.89,Fiber,22.68,4,2,Yes,73,No
5100.0,CUST105099,Rohit Yadav,12,399.0,4739.99,Cellular,19.02,7,1, yes ,50,No
5101.0,CUST105100,Anjali Sharma,57,2499.0,142251.95,DSL,48.29,7,4,No,46,Yes
5102.0,CUST105101,Neha Kumar,44,2548.3,112108.85,Cellular,43.35,9,0,NO,106,No
5103.0,CUST105102,Pooja Verma,44,399.0,17712.09,DSL,4.52,2,3,No,54,No
5104.0,CUST105103,Anjali Yadav,33,2518.8,82926.19,Cellular,11.58,9,0,NO,16,Yes
5105.0,CUST105104,Rahul Joshi,70,2472.19,173123.3,DSL,13.32,5,0,Yes,15,Yes
5106.0,CUST105105,Pooja Sharma,3,1010.88,3219.21,Cellular,14.9,8,2,Yes,22,No
5107.0,CUST105106,Amit Naik,6,399.0,2357.46,Cellular,22.14,5,4,No,46,No
5108.0,CUST105107,Sneha Yadav,29,419.39,12235.31,Fiber,16.13,3,4,Yes,38,Yes
5109.0,CUST105108,Priya Patil,70,699.0,49089.64,Cellular,8.69,8,1,NO,90,No
5110.0,CUST105109,Anjali Sharma,11,399.0,4328.05,Cellular,31.93,8,2, yes ,91,No
5111.0,CUST105110,Neha Singh,24,1048.76,25059.46,Cellular,35.02,8,4,Yes,102,Yes
5112.0,CUST105111,Rahul Sharma,18,199.0,3609.6,DSL,30.09,4,4, yes ,76,No
5113.0,CUST105112,Rahul Gupta,54,199.0,10809.28,Fiber,27.45,8,2,NO,74,Yes
5114.0,CUST105113,Pooja Yadav,  65 ,156.01,10158.23,Cellular,2.71,6,2,Yes,116,No
5115.0,CUST105114,Sneha Patil,16,699.0,11381.61,Cellular,36.68,3,0,Yes,13,No
5116.0,CUST105115,Priya Yadav,8,999.0,8073.13,DSL,45.03,0,1,No,20,No
5117.0,CUST105116,Priya Patil,70,733.98,51542.79,Fiber,9.01,2,4,Yes,79,No
5118.0,CUST105117,Vikas Joshi,26,2499.0,64928.06,Cellular,35.63,6,1,NO,59,No
5119.0,CUST105118,Rohit Naik,57,399.0,22811.41,Fiber,48.35,0,3,Yes,21,Yes
5120.0,CUST105119,Priya Joshi,10,2499.0,24892.36,Fiber,36.17,6,3,Yes,26,Yes
5121.0,CUST105120,Vikas Singh,38,399.0,15204.13,Fiber,3.9,8,1,NO,19,No
5122.0,CUST105121,Neha Singh,0,153.17,-82.05,Fiber,45.24,4,0,Yes,110,No
5123.0,CUST105122,Rahul Kumar,38,199.0,7549.74,Fiber,10.6,1,3,NO,76,No
5124.0,CUST105123,Amit Kumar,17,399.0,6774.13,Cellular,4.07,9,3,No,26,Yes
5125.0,CUST105124,Neha Reddy,14,399.0,5589.06,Cellular,38.33,2,0,Yes,19,Yes
5126.0,CUST105125,Pooja Joshi,63,199.0,12602.51,Cellular,17.46,5,0, yes ,114,No
5127.0,CUST105126,Kiran Sharma,63,699.0,44018.63,DSL,3.98,3,3,No,39,No
5128.0,CUST105127,Vikas Gupta,5,999.0,4953.71,Cellular,44.07,9,0,No,10,No
5129.0,CUST105128,Kiran Singh,27,747.73,20239.97,Cellular,46.45,8,2,No,66,No
5130.0,CUST105129,Anjali Kumar,16,699.0,11187.44,Cellular,11.32,4,2,Yes,56,Yes
5131.0,CUST105130,Rohit Patil,0,199.0,-9.17,Cellular,48.87,1,2,NO,113,Yes
5132.0,CUST105131,Neha Verma,36,399.0,14437.39,Cellular,47.43,9,  1 ,NO,28,Yes
5133.0,CUST105132,Sneha Verma,59,699.0,41126.62,Fiber,1.28,4,1, yes ,48,No
5134.0,CUST105133,Priya Yadav,52,2499.0,129793.2,Fiber,32.3,2,0,No,12,No
5135.0,CUST105134,Rahul Kumar,25,199.0,5087.94,Fiber,48.79,4,1,NO,114,No
