Subscriber_ID,Name,Age,Gender,Subscription_Type,Subscription_Tenure_Months,Monthly_Subscription_Fee,Usage_Hours_Per_Week,Days_Since_Last_Login,Payment_Failure_Count,Customer_Support_Tickets,Customer_Satisfaction_Score,Device_Type,City,Churn_Status
SUB110877,Saksham Atwal,25.0,Male,Standard,49,958.0,24.2,22,3,2,8.0,Laptop,Mumbai,1
SUB110878,Lakshay Ramakrishnan,31.0,Male,Basic,18,1907.0,33.6,68,0,7,,Laptop,Delhi,0
SUB110879,Vidur Babu,61.0,Male,Basic,9,2480.0,13.1,153,4,14,6.0,Tablet,Hyderabad,1
SUB110880,Kavya Roy,67.0,Male,Basic,28,2209.0,0.6,113,6,6,5.0,Smart TV,Bangalore,1
SUB110881,Arnav Chaudhuri,47.0,Male,Family,49,104.0,23.7,12,6,10,1.0,Laptop,Ahmedabad,0
SUB110882,Heer Kapadia,51.0,Male,Standard,2,2102.0,29.0,155,5,2,4.0,Laptop,Chennai,1
SUB110883,Ayesha Dhar,46.0,Male,Standard,62,511.0,43.0,40,3,9,7.0,Mobile,Pune,0
SUB110884,Zaina Halder,43.0,Female,Premium,21,415.0,9.1,96,1,3,5.0,Laptop,Kolkata,0
SUB110885,Ivana Aurora,64.0,Male,Family,56,1548.0,35.7,34,7,12,10.0,Mobile,Jaipur,0
SUB110886,Aayush Sane,40.0,Female,Family,31,2416.0,,66,6,7,4.0,Mobile,Pune,0
SUB110887,Kashvi Cherian,68.0,Female,Standard,47,406.0,10.7,167,5,6,3.0,Smart TV,Pune,1
SUB110888,Saksham Ram,52.0,Female,Premium,36,707.0,33.2,70,7,9,7.0,Smart TV,Ahmedabad,1
SUB110889,Hridaan Gopal,46.0,Male,Premium,25,2245.0,5.5,136,4,8,9.0,Tablet,Delhi,1
SUB110890,Taimur Sinha,65.0,Male,Standard,37,815.0,20.8,13,5,7,7.0,Smart TV,Ahmedabad,0
SUB110891,Faiyaz Lal,25.0,Male,Standard,65,1003.0,22.6,53,6,9,10.0,Laptop,Nagpur,0
SUB110892,Hunar Goswami,58.0,Female,Family,57,2271.0,44.0,154,7,6,7.0,Smart TV,Pune,1
SUB110893,Saanvi Tella,40.0,Female,Premium,15,2471.0,6.1,75,0,2,9.0,Laptop,Mumbai,0
SUB110894,Trisha Suresh,69.0,Female,Family,33,1426.0,3.5,138,6,8,1.0,Tablet,Delhi,1
SUB110895,Shayak Rattan,57.0,Male,Family,70,833.0,11.3,149,2,8,5.0,Tablet,Mumbai,0
SUB110896,Dhanuk Bahri,36.0,Male,Family,36,662.0,18.9,50,2,3,8.0,Laptop,Pune,1
SUB110897,Parinaaz Shetty,67.0,Female,Family,38,1482.0,16.9,127,3,4,9.0,Mobile,Pune,1
SUB110898,Zain Goyal,35.0,Male,Family,60,1721.0,,127,2,13,9.0,Laptop,Chennai,0
SUB110899,Saira Seth,23.0,Female,Family,68,197.0,38.6,159,3,14,7.0,Smart TV,Bangalore,1
SUB110900,Mamooty Goda,46.0,Male,Premium,33,115.0,34.2,14,6,13,8.0,Laptop,Delhi,0
SUB110901,Anika Kale,57.0,Female,Basic,8,2209.0,11.2,101,5,1,9.0,Smart TV,Mumbai,1
SUB110902,Yakshit Deep,21.0,Male,Premium,64,2163.0,39.2,88,0,8,10.0,Tablet,Hyderabad,1
SUB110903,Darshit Mandal,38.0,Female,Premium,10,2389.0,8.5,81,0,1,4.0,Smart TV,Pune,1
SUB110904,Shlok Baral,53.0,Male,Premium,15,2048.0,13.7,145,3,10,5.0,Mobile,Bangalore,1
SUB110905,Kimaya Tank,41.0,Female,Family,6,2311.0,25.2,3,2,10,2.0,Tablet,Chennai,0
SUB110906,Baiju Gour,37.0,Male,Premium,48,2018.0,,98,5,12,5.0,Laptop,Chennai,0
SUB110907,Umang Issac,27.0,Other,Standard,1,1814.0,36.7,104,3,14,9.0,Tablet,Jaipur,1
SUB110908,Umang Tripathi,45.0,Male,Basic,1,953.0,0.5,124,4,12,,Smart TV,Nagpur,1
SUB110909,Anahita Banerjee,54.0,Female,Premium,39,,12.1,105,3,12,8.0,Mobile,Delhi,1
SUB110910,Nitya Kota,51.0,Male,Standard,24,2037.0,14.8,149,2,6,10.0,Smart TV,Ahmedabad,0
SUB110911,Reyansh Chandra,62.0,Female,Family,38,1212.0,37.3,109,6,0,9.0,Tablet,Delhi,0
SUB110912,Raghav Wable,20.0,Female,Premium,37,1691.0,4.0,32,7,13,8.0,Laptop,Chennai,0
SUB110913,Farhan Brahmbhatt,44.0,Male,Basic,38,746.0,3.0,1,1,10,8.0,Laptop,Bangalore,0
SUB110914,Taimur Ganguly,53.0,Male,Standard,4,1403.0,24.6,59,6,5,8.0,Mobile,Bangalore,1
SUB110915,Tarini Mand,25.0,Male,Basic,59,1074.0,26.0,26,3,1,5.0,Tablet,Hyderabad,0
SUB110916,Advik Chand,63.0,Male,Family,70,2385.0,20.6,37,2,4,8.0,Mobile,Delhi,0
SUB110917,Tanya Bandi,53.0,Male,Standard,39,1359.0,38.9,92,1,4,8.0,Smart TV,Ahmedabad,0
SUB110918,Kavya Ahluwalia,52.0,Female,Basic,12,195.0,38.1,48,4,13,,Laptop,Chennai,1
SUB110919,Dishani Devan,66.0,Male,Basic,20,1040.0,,113,6,0,10.0,Tablet,Chennai,1
SUB110920,Ela Choudhry,54.0,Male,Basic,28,1092.0,22.3,83,7,2,9.0,Mobile,Delhi,1
SUB110921,Azad Dewan,28.0,Male,Premium,67,2263.0,10.0,27,5,6,7.0,Smart TV,Hyderabad,0
SUB110922,Dhruv Bhagat,61.0,male ,Family,11,615.0,43.3,11,0,0,3.0,Smart TV,Hyderabad,0
SUB110923,Anay Gade,33.0,Male,Premium,15,101.0,37.1,145,2,7,4.0,Mobile,Ahmedabad,0
SUB110924,Jhanvi Sanghvi,66.0,Other,Standard,28,1880.0,13.2,75,5,9,1.0,Smart TV,Nagpur,1
SUB110925,@@@,54.0,Female,Family,7,1279.0,44.8,82,3,13,8.0,Mobile,Bangalore,1
SUB110926,Devansh Singh,47.0,Male,Premium,17,,39.1,179,0,14,1.0,Laptop,Jaipur,0
SUB110927,Misha Wadhwa,53.0,Male,Basic,1,1336.0,9.1,0,4,4,10.0,Smart TV,Jaipur,0
SUB110928,Bhavin Arya,19.0,Female,Premium,36,1201.0,11.2,0,5,13,7.0,Smart TV,Bangalore,0
SUB110929,Jayant Kala,40.0,Male,Basic,28,559.0,44.8,18,0,8,1.0,Mobile,Mumbai,1
SUB110930,Sana Halder,46.0,Female,Premium,24,176.0,43.5,45,7,7,10.0,Tablet,Pune,0
SUB110931,Jiya Som,63.0,Female,Premium,35,1969.0,8.1,157,2,2,5.0,Mobile,Jaipur,0
SUB110932,Lagan Mangat,60.0,Female,Family,65,1183.0,19.3,145,4,12,9.0,Laptop,Ahmedabad,1
SUB110933,Eva Mall,43.0,Male,Premium,20,1489.0,42.3,11,5,13,4.0,Smart TV,Nagpur,0
SUB110934,Aarush Suresh,69.0,Female,Premium,48,608.0,15.6,108,3,8,1.0,Tablet,Nagpur,1
SUB110935,Vivaan Maharaj,31.0,Male,Premium,15,1928.0,25.3,14,7,3,7.0,Laptop,Kolkata,1
SUB110936,Dishani Kata,41.0,Male,Standard,30,1606.0,27.6,26,2,0,2.0,Laptop,Delhi,0
SUB110937,Kashvi Dubey,68.0,Female,Standard,24,718.0,14.3,159,4,7,8.0,Smart TV,Bangalore,1
SUB110938,Himmat Suresh,37.0,Female,Basic,1,1930.0,5.1,87,6,1,5.0,Laptop,Kolkata,1
SUB110939,Uthkarsh Dewan,24.0,Female,Family,39,672.0,37.1,73,1,10,3.0,Smart TV,Kolkata,1
SUB110940,Kartik Sachar,31.0,Male,Standard,17,486.0,28.6,100,2,14,4.0,Smart TV,Kolkata,1
SUB110941,Jayesh Barad,40.0,Male,Basic,2,1955.0,40.0,138,5,9,4.0,Laptop,Chennai,0
SUB110942,Umang Sharaf,29.0,Male,Standard,16,,1.5,39,4,8,7.0,Laptop,Delhi,1
SUB110943,Saksham Som,44.0,Female,Family,67,2156.0,24.3,44,4,1,3.0,Laptop,Ahmedabad,0
SUB110944,Indrajit Chanda,140.0,Male,Premium,5,2090.0,2.7,73,2,8,2.0,Mobile,Ahmedabad,1
SUB110945,Jhanvi Sura,68.0,Male,Basic,34,2227.0,21.3,18,1,6,9.0,Tablet,Delhi,0
SUB110946,Shlok Kumer,61.0,Male,Premium,7,473.0,,38,2,1,5.0,Tablet,Delhi,0
SUB110947,Nitya Bedi,29.0,Female,Family,8,1289.0,39.7,27,3,0,2.0,Tablet,Ahmedabad,0
SUB110948,Fateh Gade,24.0,Male,Family,3,,21.3,1,4,2,5.0,Tablet,Kolkata,0
SUB110949,Kavya Chaudhuri,42.0,Male,Premium,18,225.0,18.3,23,0,1,9.0,Laptop,Nagpur,0
SUB110950,Riaan Date,26.0,Female,Family,19,503.0,16.6,64,3,13,2.0,Smart TV,Bangalore,1
SUB110951,Prisha Tank,20.0,Male,Basic,4,1272.0,12.0,157,1,12,4.0,Tablet,Nagpur,1
SUB110952,Divyansh Kaul,26.0,Female,Basic,31,1208.0,32.9,98,4,0,6.0,Smart TV,Jaipur,0
SUB110953,Anya Yogi,52.0,Male,Basic,49,1760.0,21.4,124,4,0,2.0,Mobile,Pune,1
SUB110954,Yuvaan Thakkar,29.0,Male,Premium,46,2226.0,8.2,88,1,4,4.0,Laptop,Jaipur,1
SUB110955,Sara Mahal,47.0,Female,Family,26,1865.0,1.4,79,5,12,10.0,Laptop,Bangalore,1
SUB110956,Abram Dada,,Male,Premium,45,1086.0,6.0,171,6,11,6.0,Smart TV,Hyderabad,1
SUB110957,Nitara Vala,61.0,Male,Family,53,1045.0,23.4,127,3,10,2.0,Mobile,Nagpur,1
SUB110958,Aradhya Som,19.0,Male,Basic,13,2409.0,4.5,97,0,7,7.0,Laptop,Ahmedabad,1
SUB110959,Ivan Bhavsar,69.0,Female,Basic,42,,1.9,145,2,5,8.0,Mobile,Hyderabad,1
SUB110960,Ehsaan Chad,21.0,Male,Basic,64,505.0,26.3,91,1,8,6.0,Smart TV,Delhi,0
SUB110961,Ritvik Sant,56.0,Male,Family,4,38948.0,23.3,150,5,2,2.0,Tablet,Bangalore,1
SUB110962,Ranbir Acharya,48.0,Male,Standard,48,1369.0,,15,1,14,3.0,Tablet,Mumbai,0
SUB110963,Amira Chaudry,34.0,Female,Family,6,1241.0,26.0,92,7,2,9.0,Laptop,Jaipur,0
SUB110964,Hunar Wable,68.0,Male,Family,4,1622.0,41.2,31,0,7,2.0,Smart TV,Ahmedabad,1
SUB110965,Lakshit Mallick,57.0,Male,Premium,49,1515.0,15.5,67,5,2,5.0,Smart TV,Hyderabad,1
SUB110966,Myra Bajaj,41.0,Male,Premium,64,1536.0,36.9,95,1,12,9.0,Mobile,Nagpur,0
SUB110967,Kiaan Date,41.0,Male,Premium,13,1329.0,41.2,19,5,13,5.0,Mobile,Nagpur,0
SUB110968,Arhaan Seth,40.0,Male,Premium,7,1624.0,6.0,55,0,0,8.0,Mobile,Pune,0
SUB110969,Bhavin Sinha,32.0,Female,Basic,46,24011.0,25.9,107,1,3,10.0,Tablet,Kolkata,0
SUB110970,Rasha Behl,22.0,Female,Standard,48,162.0,20.0,140,3,3,5.0,Tablet,Bangalore,1
SUB110971,Sahil Sachdeva,65.0,??,Standard,15,1085.0,,15,7,11,3.0,Smart TV,Jaipur,1
SUB110972,Raunak Chadha,64.0,Female,Premium,69,2460.0,25.2,59,5,0,7.0,Smart TV,Ahmedabad,1
SUB110973,Rohan Gandhi,67.0,Male,Family,3,24171.0,23.5,173,3,8,10.0,Mobile,Bangalore,1
SUB110974,Lakshit Shankar,63.0,Female,Basic,47,156.0,42.1,144,7,2,7.0,Tablet,Ahmedabad,1
SUB110975,Rhea Saha,19.0,Male,Basic,63,767.0,22.5,110,5,12,5.0,Mobile,Mumbai,0
SUB110976,Samar Mand,55.0,Female,Basic,13,833.0,34.4,140,1,4,4.0,Laptop,Delhi,1
SUB110977,Misha Bir,69.0,Male,Premium,17,1316.0,20.5,113,6,0,4.0,Smart TV,Bangalore,0
SUB110978,Sara Shetty,29.0,Female,Premium,11,75677.0,5.3,154,7,2,9.0,Tablet,Hyderabad,0
SUB110979,Gokul Dave,40.0,Male,Standard,19,2327.0,37.9,37,1,11,5.0,Tablet,Bangalore,0
SUB110980,Aarush Sule,44.0,Male,Family,23,274.0,19.2,87,7,13,7.0,Smart TV,Bangalore,0
SUB110981,Vihaan Kale,30.0,Male,Basic,18,299.0,44.8,36,5,14,9.0,Smart TV,Bangalore,0
SUB110982,Nehmat Gala,25.0,Female,Standard,22,1605.0,5.3,56,2,11,4.0,Smart TV,Kolkata,0
SUB110983,Jhanvi Basu,200.0,Male,Standard,34,944.0,,101,3,5,4.0,Mobile,Nagpur,1
SUB110984,Anay Vaidya,21.0,Male,Basic,49,2409.0,32.4,85,3,7,,Mobile,Kolkata,1
SUB110985,Jayesh Gour,58.0,Male,Family,2,156.0,32.8,89,6,2,8.0,Laptop,Delhi,0
SUB110986,Yuvraj  Ganesan,45.0,Female,Standard,18,1869.0,1.1,141,5,5,1.0,Laptop,Nagpur,1
SUB110987,Rohan Ramakrishnan,32.0,Female,Standard,41,195.0,34.9,38,3,4,4.0,Tablet,Nagpur,0
SUB110988,Hunar Salvi,34.0,Female,Family,58,746.0,44.4,179,0,2,8.0,Laptop,Kolkata,0
SUB110989,Adira Bansal,66.0,Male,Standard,64,311.0,44.7,98,2,7,3.0,Tablet,Mumbai,1
SUB110990,Krish Soni,19.0,Male,Family,3,2292.0,11.2,16,7,11,3.0,Mobile,Chennai,0
SUB110991,Himmat Loyal,18.0,Female,Family,4,236.0,10.6,157,6,3,3.0,Laptop,Mumbai,1
SUB110992,Shamik Bath,26.0,Female,Basic,9,711.0,38.8,86,0,4,1.0,Mobile,Jaipur,1
SUB110993,Adira Wagle,39.0,FEMALE,Standard,6,1087.0,14.8,76,6,5,6.0,Smart TV,Delhi,1
SUB110994,Jivika Buch,50.0,Female,Standard,21,1797.0,18.9,47,0,12,9.0,Mobile,Hyderabad,0
SUB110995,Ranbir Handa,59.0,Male,Premium,17,1901.0,35.2,37,7,1,,Laptop,Nagpur,0
SUB110996,Gokul Chandran,67.0,Male,Basic,32,2170.0,37.4,156,7,2,8.0,Smart TV,Nagpur,1
SUB110997,Myra Viswanathan,38.0,Male,Basic,19,1564.0,21.3,165,3,11,2.0,Tablet,Mumbai,1
SUB110998,Purab Rajagopalan,63.0,Female,Family,15,110.0,3.6,98,3,14,3.0,Tablet,Chennai,0
SUB110999,Jivin Contractor,18.0,Male,Family,12,869.0,32.2,54,1,2,10.0,Tablet,Mumbai,0
SUB111000,Aarav Wason,69.0,Male,Basic,15,1842.0,16.7,118,1,8,10.0,Mobile,Mumbai,1
SUB111001,Ryan Shanker,49.0,Female,Family,60,1528.0,2.1,103,5,12,3.0,Mobile,Hyderabad,1
SUB111002,Jiya Bera,42.0,Female,Basic,18,1306.0,32.0,43,3,13,8.0,Laptop,Kolkata,1
SUB111003,Yuvraj  Bakshi,68.0,Other,Premium,70,701.0,7.2,128,5,12,4.0,Tablet,Delhi,1
SUB111004,Misha Wadhwa,35.0,Male,Standard,26,606.0,33.6,15,2,8,9.0,Mobile,Bangalore,0
SUB111005,Aaryahi Desai,57.0,Female,Basic,66,507.0,42.0,106,5,9,7.0,Smart TV,Pune,0
SUB111006,Shamik Bajaj,54.0,Male,Basic,20,2453.0,6.1,19,6,7,,Mobile,Nagpur,0
SUB111007,Lagan Gole,53.0,Male,Basic,64,1418.0,19.6,150,4,9,4.0,Mobile,Kolkata,1
SUB111008,Hunar Devi,54.0,Male,Standard,40,2283.0,10.7,102,7,11,6.0,Laptop,Delhi,1
SUB111009,Dhruv Bal,46.0,Male,Standard,4,353.0,10.3,26,7,2,3.0,Tablet,Nagpur,0
SUB111010,Trisha Sibal,56.0,Male,Basic,2,1082.0,24.5,135,2,3,8.0,Tablet,Nagpur,0
SUB111011,Darshit Sura,68.0,Female,Family,65,517.0,29.3,14,6,3,2.0,Laptop,Kolkata,0
SUB111012,Bhavin Krishnan,33.0,Female,Premium,19,2113.0,9.9,177,0,4,3.0,Laptop,Bangalore,0
SUB111013,Urvi Dhawan,32.0,Female,Premium,3,790.0,41.4,26,3,2,9.0,Laptop,Chennai,1
SUB111014,Adira Thaker,42.0,Male,Family,16,1253.0,15.1,2,4,7,,Laptop,Hyderabad,0
SUB111015,Sara Tripathi,64.0,Female,Family,36,32918.0,2.4,36,0,13,10.0,Tablet,Jaipur,0
SUB111016,Indrans Joshi,28.0,Male,Family,33,2407.0,16.8,51,7,3,5.0,Tablet,Ahmedabad,0
SUB111017,Kanav Chhabra,46.0,Male,Family,12,2127.0,0.6,96,1,13,9.0,Mobile,Chennai,0
SUB111018,Anay Behl,34.0,Female,Basic,47,272.0,0.6,97,0,4,2.0,Laptop,Mumbai,1
SUB111019,Mishti Bajwa,47.0,Female,Basic,38,1643.0,43.8,12,7,1,6.0,Tablet,Jaipur,1
SUB111020,Manikya Mani,18.0,Other,Basic,56,1142.0,3.9,39,3,3,2.0,Laptop,Ahmedabad,0
SUB111021,Priyansh Suri,56.0,Male,Basic,54,849.0,18.7,93,2,9,8.0,Smart TV,Delhi,1
SUB111022,Zain Jani,30.0,Female,Premium,24,490.0,6.1,17,7,2,10.0,Mobile,Chennai,0
SUB111023,Darshit Dara,50.0,Male,Premium,33,568.0,38.2,137,7,14,1.0,Mobile,Chennai,1
SUB111024,Stuvan Solanki,48.0,Male,Standard,33,1363.0,21.9,101,3,3,9.0,Mobile,Jaipur,1
SUB111025,Samiha Basak,22.0,Male,Basic,35,2424.0,41.3,123,7,10,5.0,Tablet,Chennai,0
SUB111026,Miraya Gera,44.0,Female,Premium,12,35342.0,39.5,4,4,10,2.0,Tablet,Mumbai,0
SUB111027,Khushi Grover,34.0,Male,Family,32,1302.0,21.1,134,1,3,8.0,Smart TV,Hyderabad,0
SUB111028,Hazel Kar,28.0,Male,Standard,50,2257.0,,168,7,6,7.0,Smart TV,Bangalore,1
SUB111029,Amani Kunda,58.0,Female,Premium,27,1271.0,12.1,102,7,14,4.0,Tablet,Jaipur,0
SUB111030,Jhanvi Deep,56.0,Female,Premium,28,1228.0,5.3,44,4,10,3.0,Tablet,Chennai,1
SUB111031,Pari Raman,63.0,Male,Basic,22,1801.0,23.8,138,4,1,,Mobile,Mumbai,0
SUB111032,Tiya Iyer,56.0,Other,Basic,19,1383.0,19.2,82,4,7,2.0,Mobile,Bangalore,1
SUB111033,Kashvi Sekhon,140.0,Male,Family,35,841.0,23.9,86,6,12,4.0,Mobile,Bangalore,1
SUB111034,Jayan Vala,45.0,Male,Basic,59,2401.0,40.4,92,5,3,5.0,Tablet,Pune,1
SUB111035,Indranil Swamy,38.0,Female,Basic,59,2220.0,16.6,66,7,10,6.0,Mobile,Ahmedabad,1
SUB111036,Bhavin Singhal,27.0,Male,Premium,28,1823.0,33.1,73,4,12,3.0,Mobile,Delhi,0
SUB111037,Ira Kakar,37.0,Female,Basic,67,282.0,10.5,83,4,7,2.0,Tablet,Pune,1
SUB111038,Stuvan Choudhary,62.0,Male,Family,37,16907.0,13.8,9,6,2,5.0,Laptop,Bangalore,0
SUB111039,Mamooty Dutt,24.0,Female,Premium,57,1113.0,34.3,27,7,9,1.0,Smart TV,Bangalore,0
SUB111040,Anahita Talwar,47.0,Female,Standard,14,2258.0,6.0,163,2,11,10.0,Smart TV,Pune,0
SUB111041,Lagan Datta,55.0,Female,Standard,25,1403.0,5.4,61,2,6,7.0,Mobile,Kolkata,0
SUB111042,Yuvraj  Bhatia,49.0,Female,Family,25,2000.0,23.9,130,3,11,1.0,Laptop,Chennai,1
SUB111043,Advika Yadav,58.0,Female,Standard,24,1519.0,4.2,118,4,11,8.0,Laptop,Ahmedabad,0
SUB111044,Pihu Tella,40.0,Female,Basic,34,1160.0,12.7,82,4,1,4.0,Laptop,Kolkata,1
SUB111045,Azad Bhavsar,22.0,Female,Family,66,2062.0,39.2,49,1,11,7.0,Tablet,Bangalore,1
SUB111046,Samiha Suri,40.0,Male,Standard,37,,35.4,83,1,1,9.0,Mobile,Pune,1
SUB111047,Vanya Verma,24.0,Male,Basic,37,1158.0,0.7,128,2,0,9.0,Mobile,Mumbai,1
SUB111048,Anahi Dhillon,65.0,Male,Premium,11,,4.3,126,0,0,8.0,Mobile,Bangalore,1
SUB111049,Aaryahi Boase,,Female,Standard,27,529.0,21.6,26,4,0,,Tablet,Jaipur,1
SUB111050,Indrans Keer,43.0,Male,Premium,60,1984.0,15.9,82,4,3,3.0,Mobile,Chennai,1
SUB111051,Madhup Kohli,59.0,Female,Family,23,149.0,,4,5,5,3.0,Laptop,Chennai,1
SUB111052,Damini Sarraf,31.0,Male,Standard,36,763.0,0.6,44,4,1,2.0,Laptop,Nagpur,1
SUB111053,Lavanya Madan,-5.0,Female,Basic,30,1542.0,,119,5,13,8.0,Laptop,Mumbai,1
SUB111054,Rhea Raval,23.0,Female,Basic,25,,35.6,120,4,5,8.0,Mobile,Ahmedabad,0
SUB111055,Jiya Deshpande,58.0,Male,Standard,62,875.0,6.6,129,3,0,5.0,Laptop,Kolkata,1
SUB111056,Vritika Borde,29.0,Male,Standard,52,2301.0,40.0,168,1,13,3.0,Mobile,Jaipur,0
SUB111057,Ryan Deo,44.0,Male,Standard,28,1359.0,33.2,41,4,13,1.0,Mobile,Ahmedabad,1
SUB111058,Amani Sarna,44.0,Female,Family,49,911.0,19.0,60,7,9,8.0,Tablet,Kolkata,1
SUB111059,Yuvraj  Sarna,28.0,Male,Basic,65,2336.0,13.9,128,6,10,10.0,Mobile,Pune,0
SUB111060,Vivaan Kothari,33.0,Male,Standard,27,1435.0,39.8,6,0,14,10.0,Mobile,Delhi,0
SUB111061,Kismat Vohra,38.0,Female,Standard,20,2029.0,26.6,52,4,9,3.0,Tablet,Chennai,0
SUB111062,Azad Iyer,30.0,Male,Family,42,92032.0,27.9,115,2,14,9.0,Smart TV,Mumbai,0
SUB111063,Sara Randhawa,30.0,Male,Basic,42,1846.0,9.2,130,3,7,5.0,Tablet,Nagpur,0
SUB111064,Farhan Hans,18.0,Female,Premium,5,779.0,28.0,39,0,0,10.0,Tablet,Kolkata,0
SUB111065,Indrajit Badami,66.0,Female,Premium,19,2300.0,24.4,7,0,1,5.0,Mobile,Pune,0
SUB111066,Nehmat Bhagat,52.0,Male,Standard,45,1679.0,17.0,119,0,7,1.0,Mobile,Hyderabad,1
SUB111067,Misha Rama,45.0,Female,Basic,29,271.0,9.8,151,7,8,2.0,Laptop,Bangalore,1
SUB111068,Piya Viswanathan,0.0,Male,Basic,49,1172.0,14.3,115,3,10,8.0,Tablet,Ahmedabad,1
SUB111069,Hiran Yogi,40.0,Male,Standard,34,385.0,29.4,34,7,10,1.0,Laptop,Chennai,1
SUB111070,Aaina Aggarwal,67.0,Male,Premium,61,2038.0,40.9,109,0,14,2.0,Mobile,Nagpur,0
SUB111071,Anaya Shroff,29.0,Male,Standard,23,385.0,35.1,6,2,8,5.0,Tablet,Jaipur,0
SUB111072,Parinaaz Date,23.0,Female,Premium,63,931.0,15.0,110,7,9,4.0,Tablet,Ahmedabad,1
SUB111073,Jayesh Tripathi,,Female,Basic,6,318.0,10.9,138,5,13,7.0,Laptop,Bangalore,1
SUB111074,Vardaniya Contractor,42.0,Female,Premium,53,1218.0,14.5,64,5,7,1.0,Smart TV,Chennai,1
SUB111075,Neysa Venkataraman,26.0,Female,Standard,30,1766.0,44.0,53,4,7,7.0,Laptop,Mumbai,0
SUB111076,Hansh Bala,57.0,Female,Basic,49,1741.0,42.9,99,2,2,8.0,Smart TV,Ahmedabad,0
SUB111077,Baiju Lad,69.0,Female,Family,11,2413.0,21.8,145,0,5,2.0,Tablet,Mumbai,0
SUB111078,Kashvi Bhargava,44.0,Female,Premium,33,1065.0,4.5,7,0,0,5.0,Laptop,Pune,0
SUB111079,Kaira Dalal,42.0,Female,Family,59,2111.0,31.3,56,4,8,9.0,Laptop,Delhi,1
SUB111080,Divyansh Dhar,37.0,Male,Basic,60,2261.0,4.3,132,5,10,4.0,Laptop,Mumbai,1
SUB111081,Priyansh Ganesan,19.0,Male,Standard,25,1077.0,0.9,43,5,12,,Laptop,Chennai,1
SUB111082,Vivaan Chakrabarti,18.0,Other,Family,66,2368.0,28.0,82,3,7,7.0,Mobile,Chennai,1
SUB111083,Saksham Gaba,53.0,Male,Premium,71,1742.0,24.5,23,4,10,1.0,Mobile,Ahmedabad,0
SUB111084,Yasmin Barad,30.0,Male,Basic,36,641.0,5.8,71,4,5,7.0,Smart TV,Mumbai,1
SUB111085,Madhup Tank,20.0,Female,Premium,10,1332.0,23.1,58,1,0,6.0,Mobile,Pune,0
SUB111086,Aniruddh Srinivas,43.0,Male,Standard,20,815.0,39.5,104,4,4,3.0,Tablet,Nagpur,1
SUB111087,Tiya Khosla,27.0,Male,Standard,14,1760.0,25.6,153,3,3,1.0,Mobile,Jaipur,1
SUB111088,Alia Mani,56.0,Male,Standard,7,666.0,17.8,140,0,1,8.0,Tablet,Jaipur,1
SUB111089,Azad Gulati,63.0,Other,Family,10,2263.0,25.2,80,6,14,7.0,Tablet,Mumbai,0
SUB111090,Taimur Atwal,68.0,Male,Standard,2,,21.3,98,4,13,8.0,Smart TV,Hyderabad,1
SUB111091,Kanav Sethi,58.0,Male,Family,7,425.0,31.2,162,1,14,7.0,Mobile,Pune,0
SUB111092,Kismat Sarkar,44.0,Female,Standard,26,426.0,11.6,28,7,8,6.0,Laptop,Nagpur,0
SUB111093,Mannat Shanker,58.0,Female,Basic,39,1995.0,29.7,99,0,1,7.0,Laptop,Hyderabad,0
SUB111094,Anika Agrawal,23.0,Female,Family,9,1102.0,19.3,37,2,12,5.0,Tablet,Mumbai,0
SUB111095,Anahita Soman,46.0,Male,Family,46,265.0,,29,7,11,6.0,Laptop,Delhi,0
SUB111096,Vardaniya Tripathi,25.0,Male,Standard,46,1910.0,31.6,151,7,14,1.0,Laptop,Mumbai,1
SUB111097,Akarsh Rajan,25.0,Female,Premium,47,760.0,13.7,118,1,2,2.0,Laptop,Kolkata,1
SUB111098,Shanaya Bava,66.0,Male,Standard,32,2259.0,27.0,132,7,1,7.0,Smart TV,Nagpur,1
SUB111099,Adah Dhawan,57.0,Male,Family,37,1018.0,3.5,140,7,14,8.0,Laptop,Jaipur,1
SUB111100,Sana Bail,,Male,Basic,58,2078.0,41.8,153,4,1,2.0,Smart TV,Ahmedabad,1
SUB111101,Kartik Sathe,54.0,Female,Basic,18,881.0,40.6,68,6,11,4.0,Laptop,Bangalore,1
SUB111102,Armaan Ganguly,33.0,Female,Standard,34,1428.0,1.0,127,3,11,7.0,Laptop,Kolkata,1
SUB111103,Aarav Karpe,51.0,Female,Family,36,1828.0,,34,1,4,3.0,Tablet,Pune,0
SUB111104,Vivaan Bal,45.0,Female,Basic,31,,43.9,22,6,6,1.0,Smart TV,Nagpur,1
SUB111105,Ehsaan Vora,54.0,Female,Family,71,136.0,39.7,172,2,14,,Mobile,Delhi,0
SUB111106,Neysa Dixit,25.0,Female,Basic,61,2272.0,4.9,83,6,0,9.0,Laptop,Delhi,1
SUB111107,Adira Shanker,67.0,Male,Family,3,787.0,39.9,57,7,0,8.0,Smart TV,Hyderabad,1
SUB111108,Priyansh Saran,41.0,Female,Premium,11,1507.0,3.4,134,0,6,8.0,Mobile,Ahmedabad,0
SUB111109,Jayan Baria,44.0,Female,Family,23,1800.0,2.6,177,4,6,3.0,Laptop,Delhi,1
SUB111110,Diya Sami,56.0,Male,Basic,3,1651.0,34.2,66,5,6,5.0,Mobile,Nagpur,0
